,stn,TC,sum,lat,lon
39,GP17-OCE_02_32,-,0.665019018661821,-59.9984,-82.4956
40,GP17-OCE_02_33,-,0.6430760252587046,-57.0001,-78.9996
41,GP17-OCE_02_35,-,0.6357178575879444,-54.3512,-76.5493
42,GP17-OCE_02_37,-,0.679316120449566,-53.4991,-75.751
43,GP17-OCE_02_38,-,0.6455336127611949,-52.7019,-75.0972
44,GP15_02_1,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,56.05909,-156.96154
45,GP15_02_3,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,55.08013,-155.72003
46,GP15_02_4,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,55.07994,-155.72033
47,GP15_02_5,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,53.68004,-153.79988
48,GP15_02_6,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,52.00014,-151.99978
49,GP15_02_8,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,47.00009,-151.99986
50,GP15_02_9,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,44.50019,-151.99984
51,GP15_02_10,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",8.21988854339494e-05,41.99998,-151.99985
52,GP15_02_12,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0002230849063764127,37.00007,-152.00017
53,GP15_02_14,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001031435723492408,32.00006,-151.99991
54,GP15_02_15,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001025382487237427,29.5003,-152.0005
55,GP15_02_16,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001095483848438099,26.99984,-152.00004
56,GP15_02_18,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001672497663628039,22.00015,-152.00005
57,GP15_02_18-3,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001552973827173795,19.68113,-154.51301
58,GP15_02_19,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001735380031683092,17.49998,-152.00007
59,GP15_02_21,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001275417917246389,11.00013,-152.00001
60,GP15_02_23,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.00012510459264720091,7.52686,-152.01638
61,GP15_02_25,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0001530396430716162,5.01547,-152.0233
62,GP15_02_27,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",3.42389261151849e-05,2.49982,-152.01363
63,GP15_02_29,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,0.0022,-152.01378
64,GP15_02_31,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",7.20633540221085e-06,-2.50475,-152.00003
65,GP15_02_33,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-4.99972,-152.00247
66,GP15_02_35,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-10.49975,-151.99948
67,GP15_02_37,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",6.7457054098765e-05,-14.9986,-151.99808
68,GP15_02_39,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",9.8890019324844e-05,-19.99443,-152.09907
69,GP17-OCE_02_1,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.000179277742238898,-19.9999,-152.0003
70,GP17-OCE_02_3,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.000144808882758662,-24.9996,-151.25
71,GP17-OCE_02_6,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",6.3274661629228e-05,-32.5,-150.0012
72,GP17-OCE_02_8,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",1.66814219635743e-05,-37.5001,-149.2803
73,GP17-OCE_02_10,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-42.5003,-148.4706
74,GP17-OCE_02_12,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-47.5,-147.5199
75,GP17-OCE_02_14,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-52.312,-146.4033
76,GP17-OCE_02_16,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-54.9995,-145.6559
77,GP17-OCE_02_18,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",4.98546084719804e-06,-56.1052,-145.3377
78,GP17-OCE_02_20,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",4.60141075269483e-06,-57.6014,-144.8581
79,GP17-OCE_02_22,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-59.9971,-143.9992
80,GP17-OCE_02_25,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",1.23150797899132e-05,-66.9998,-134.9994
81,GP17-OCE_02_27,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",3.22229988718401e-05,-67.0003,-115.0079
82,GP17-OCE_02_29,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-66.9988,-100.001
83,GP17-OCE_02_32,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-59.9984,-82.4956
84,GP17-OCE_02_33,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",2.032477468933547e-05,-57.0001,-78.9996
85,GP17-OCE_02_35,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-54.3512,-76.5493
86,GP17-OCE_02_37,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-53.4991,-75.751
87,GP17-OCE_02_38,"1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6",0.0,-52.7019,-75.0972
88,GP15_02_1,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,56.05909,-156.96154
89,GP15_02_3,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,55.08013,-155.72003
90,GP15_02_4,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,55.07994,-155.72033
91,GP15_02_5,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,53.68004,-153.79988
92,GP15_02_6,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,52.00014,-151.99978
93,GP15_02_8,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,47.00009,-151.99986
94,GP15_02_9,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,44.50019,-151.99984
95,GP15_02_10,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,41.99998,-151.99985
96,GP15_02_12,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,37.00007,-152.00017
97,GP15_02_14,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,32.00006,-151.99991
98,GP15_02_15,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,29.5003,-152.0005
99,GP15_02_16,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,26.99984,-152.00004
100,GP15_02_18,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,22.00015,-152.00005
101,GP15_02_18-3,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,19.68113,-154.51301
102,GP15_02_19,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,17.49998,-152.00007
103,GP15_02_21,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,11.00013,-152.00001
104,GP15_02_23,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,7.52686,-152.01638
105,GP15_02_25,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,5.01547,-152.0233
106,GP15_02_27,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,2.49982,-152.01363
107,GP15_02_29,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,0.0022,-152.01378
108,GP15_02_31,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-2.50475,-152.00003
109,GP15_02_33,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-4.99972,-152.00247
110,GP15_02_35,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-10.49975,-151.99948
111,GP15_02_37,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-14.9986,-151.99808
112,GP15_02_39,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-19.99443,-152.09907
113,GP17-OCE_02_1,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-19.9999,-152.0003
114,GP17-OCE_02_3,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-24.9996,-151.25
115,GP17-OCE_02_6,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-32.5,-150.0012
116,GP17-OCE_02_8,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",1.47561019896824e-06,-37.5001,-149.2803
117,GP17-OCE_02_10,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-42.5003,-148.4706
118,GP17-OCE_02_12,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-47.5,-147.5199
119,GP17-OCE_02_14,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-52.312,-146.4033
120,GP17-OCE_02_16,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-54.9995,-145.6559
121,GP17-OCE_02_18,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-56.1052,-145.3377
122,GP17-OCE_02_20,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-57.6014,-144.8581
123,GP17-OCE_02_22,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",1.58185929412463e-06,-59.9971,-143.9992
124,GP17-OCE_02_25,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-66.9998,-134.9994
125,GP17-OCE_02_27,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",6.95631294095115e-06,-67.0003,-115.0079
126,GP17-OCE_02_29,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",1.63359427912409e-06,-66.9988,-100.001
127,GP17-OCE_02_32,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-59.9984,-82.4956
128,GP17-OCE_02_33,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-57.0001,-78.9996
129,GP17-OCE_02_35,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-54.3512,-76.5493
130,GP17-OCE_02_37,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-53.4991,-75.751
131,GP17-OCE_02_38,"1.A.1.10.1,1.A.1.10.12,1.A.1.10.3,1.A.1.10.4,1.A.1.10.5,1.A.1.10.6,1.A.1.10.7,1.A.1.10.8",0.0,-52.7019,-75.0972
132,GP15_02_1,1.A.1.10.13,0.0,56.05909,-156.96154
133,GP15_02_3,1.A.1.10.13,0.0,55.08013,-155.72003
134,GP15_02_4,1.A.1.10.13,0.0,55.07994,-155.72033
135,GP15_02_5,1.A.1.10.13,0.0,53.68004,-153.79988
136,GP15_02_6,1.A.1.10.13,0.0,52.00014,-151.99978
137,GP15_02_8,1.A.1.10.13,0.0,47.00009,-151.99986
138,GP15_02_9,1.A.1.10.13,0.0,44.50019,-151.99984
139,GP15_02_10,1.A.1.10.13,0.0,41.99998,-151.99985
140,GP15_02_12,1.A.1.10.13,0.0,37.00007,-152.00017
141,GP15_02_14,1.A.1.10.13,0.0,32.00006,-151.99991
142,GP15_02_15,1.A.1.10.13,0.0,29.5003,-152.0005
143,GP15_02_16,1.A.1.10.13,0.0,26.99984,-152.00004
144,GP15_02_18,1.A.1.10.13,0.0,22.00015,-152.00005
145,GP15_02_18-3,1.A.1.10.13,0.0,19.68113,-154.51301
146,GP15_02_19,1.A.1.10.13,0.0,17.49998,-152.00007
147,GP15_02_21,1.A.1.10.13,0.0,11.00013,-152.00001
148,GP15_02_23,1.A.1.10.13,0.0,7.52686,-152.01638
149,GP15_02_25,1.A.1.10.13,0.0,5.01547,-152.0233
150,GP15_02_27,1.A.1.10.13,0.0,2.49982,-152.01363
151,GP15_02_29,1.A.1.10.13,0.0,0.0022,-152.01378
152,GP15_02_31,1.A.1.10.13,0.0,-2.50475,-152.00003
153,GP15_02_33,1.A.1.10.13,0.0,-4.99972,-152.00247
154,GP15_02_35,1.A.1.10.13,0.0,-10.49975,-151.99948
155,GP15_02_37,1.A.1.10.13,0.0,-14.9986,-151.99808
156,GP15_02_39,1.A.1.10.13,0.0,-19.99443,-152.09907
157,GP17-OCE_02_1,1.A.1.10.13,0.0,-19.9999,-152.0003
158,GP17-OCE_02_3,1.A.1.10.13,0.0,-24.9996,-151.25
159,GP17-OCE_02_6,1.A.1.10.13,0.0,-32.5,-150.0012
160,GP17-OCE_02_8,1.A.1.10.13,0.0,-37.5001,-149.2803
161,GP17-OCE_02_10,1.A.1.10.13,0.0,-42.5003,-148.4706
162,GP17-OCE_02_12,1.A.1.10.13,0.0,-47.5,-147.5199
163,GP17-OCE_02_14,1.A.1.10.13,0.0,-52.312,-146.4033
164,GP17-OCE_02_16,1.A.1.10.13,0.0,-54.9995,-145.6559
165,GP17-OCE_02_18,1.A.1.10.13,1.20237585138305e-05,-56.1052,-145.3377
166,GP17-OCE_02_20,1.A.1.10.13,1.10975200506169e-05,-57.6014,-144.8581
167,GP17-OCE_02_22,1.A.1.10.13,0.0,-59.9971,-143.9992
168,GP17-OCE_02_25,1.A.1.10.13,0.0,-66.9998,-134.9994
169,GP17-OCE_02_27,1.A.1.10.13,0.0,-67.0003,-115.0079
170,GP17-OCE_02_29,1.A.1.10.13,0.0,-66.9988,-100.001
171,GP17-OCE_02_32,1.A.1.10.13,0.0,-59.9984,-82.4956
172,GP17-OCE_02_33,1.A.1.10.13,0.0,-57.0001,-78.9996
173,GP17-OCE_02_35,1.A.1.10.13,0.0,-54.3512,-76.5493
174,GP17-OCE_02_37,1.A.1.10.13,0.0,-53.4991,-75.751
175,GP17-OCE_02_38,1.A.1.10.13,0.0,-52.7019,-75.0972
176,GP15_02_1,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,56.05909,-156.96154
177,GP15_02_3,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,55.08013,-155.72003
178,GP15_02_4,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,55.07994,-155.72033
179,GP15_02_5,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,53.68004,-153.79988
180,GP15_02_6,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,52.00014,-151.99978
181,GP15_02_8,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,47.00009,-151.99986
182,GP15_02_9,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,44.50019,-151.99984
183,GP15_02_10,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,41.99998,-151.99985
184,GP15_02_12,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,37.00007,-152.00017
185,GP15_02_14,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,32.00006,-151.99991
186,GP15_02_15,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,29.5003,-152.0005
187,GP15_02_16,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,26.99984,-152.00004
188,GP15_02_18,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,22.00015,-152.00005
189,GP15_02_18-3,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,19.68113,-154.51301
190,GP15_02_19,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,17.49998,-152.00007
191,GP15_02_21,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,11.00013,-152.00001
192,GP15_02_23,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,7.52686,-152.01638
193,GP15_02_25,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,5.01547,-152.0233
194,GP15_02_27,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,2.49982,-152.01363
195,GP15_02_29,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,0.0022,-152.01378
196,GP15_02_31,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,-2.50475,-152.00003
197,GP15_02_33,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,-4.99972,-152.00247
198,GP15_02_35,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,-10.49975,-151.99948
199,GP15_02_37,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,-14.9986,-151.99808
200,GP15_02_39,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,-19.99443,-152.09907
201,GP17-OCE_02_1,"1.A.1.10.13,1.A.1.11.1,1.A.1.11.20,1.A.1.11.21,1.A.1.11.5,1.A.1.19.1,1.A.1.19.3",0.0,-19.9999,-152.0003
