,stn,TC,sum,lat,lon
3508,GP15_3_37,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-14.9986,-151.99808
3509,GP15_3_39,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-19.99443,-152.09907
3510,GP17-OCE_3_1,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",2.0371274275220576e-05,-19.9999,-152.0003
3511,GP17-OCE_3_3,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",3.655386774524231e-05,-24.9996,-151.25
3512,GP17-OCE_3_6,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-32.5,-150.0012
3513,GP17-OCE_3_8,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-37.5001,-149.2803
3514,GP17-OCE_3_10,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-42.5003,-148.4706
3515,GP17-OCE_3_12,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-47.5,-147.5199
3516,GP17-OCE_3_14,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-52.312,-146.4033
3517,GP17-OCE_3_16,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-54.9995,-145.6559
3518,GP17-OCE_3_18,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-56.1052,-145.3377
3519,GP17-OCE_3_20,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-57.6014,-144.8581
3520,GP17-OCE_3_22,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-59.9971,-143.9992
3521,GP17-OCE_3_25,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-66.9998,-134.9994
3522,GP17-OCE_3_27,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",5.265315568952462e-06,-67.0003,-115.0079
3523,GP17-OCE_3_32,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",1.1071072997368353e-05,-59.9984,-82.4956
3524,GP17-OCE_3_33,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",8.337065620279245e-06,-57.0001,-78.9996
3525,GP17-OCE_3_35,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",4.462516082875732e-06,-54.3512,-76.5493
3526,GP17-OCE_3_37,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-53.4991,-75.751
3527,GP17-OCE_3_38,"1.A.4.5.4,1.A.4.5.5,1.A.4.5.7",0.0,-52.7019,-75.0972
3528,GP15_3_3,1.A.4.5.5,0.0,55.08013,-155.72003
3529,GP15_3_4,1.A.4.5.5,2.247188939730744e-05,55.07994,-155.72033
3530,GP15_3_5,1.A.4.5.5,1.653089368356576e-05,53.68004,-153.79988
3531,GP15_3_6,1.A.4.5.5,0.0,52.00014,-151.99978
3532,GP15_3_8,1.A.4.5.5,1.7675893837089928e-05,47.00009,-151.99986
3533,GP15_3_9,1.A.4.5.5,0.0007428581172826167,44.50019,-151.99984
3534,GP15_3_10,1.A.4.5.5,7.596241870377833e-05,41.99998,-151.99985
3535,GP15_3_12,1.A.4.5.5,0.0,37.00007,-152.00017
3536,GP15_3_14,1.A.4.5.5,0.0,32.00006,-151.99991
3537,GP15_3_15,1.A.4.5.5,2.108674973951343e-05,29.5003,-152.0005
3538,GP15_3_16,1.A.4.5.5,0.0,26.99984,-152.00004
3539,GP15_3_18,1.A.4.5.5,0.0,22.00015,-152.00005
3540,GP15_3_18-3,1.A.4.5.5,7.101004356397412e-05,19.68113,-154.51301
3541,GP15_3_19,1.A.4.5.5,0.0,17.49998,-152.00007
3542,GP15_3_21,1.A.4.5.5,0.0,11.00013,-152.00001
3543,GP15_3_23,1.A.4.5.5,0.0,7.52686,-152.01638
3544,GP15_3_25,1.A.4.5.5,0.0,5.01547,-152.333
3545,GP15_3_27,1.A.4.5.5,0.0,2.49982,-152.01363
3546,GP15_3_29,1.A.4.5.5,0.0,0.032,-152.01378
3547,GP15_3_31,1.A.4.5.5,0.0,-2.50475,-152.00003
3548,GP15_3_33,1.A.4.5.5,3.0742119069720166e-05,-4.99972,-152.0347
3549,GP15_3_35,1.A.4.5.5,0.00106456154653404,-10.49975,-151.99948
3550,GP15_3_37,1.A.4.5.5,3.110313022018054e-05,-14.9986,-151.99808
3551,GP15_3_39,1.A.4.5.5,0.0001095319179734,-19.99443,-152.09907
3552,GP17-OCE_3_1,1.A.4.5.5,0.0,-19.9999,-152.0003
3553,GP17-OCE_3_3,1.A.4.5.5,0.001369817142166088,-24.9996,-151.25
3554,GP17-OCE_3_6,1.A.4.5.5,0.0,-32.5,-150.0012
3555,GP17-OCE_3_8,1.A.4.5.5,0.00036651383864101347,-37.5001,-149.2803
3556,GP17-OCE_3_10,1.A.4.5.5,0.0,-42.5003,-148.4706
3557,GP17-OCE_3_12,1.A.4.5.5,0.0,-47.5,-147.5199
3558,GP17-OCE_3_14,1.A.4.5.5,0.0,-52.312,-146.4033
3559,GP17-OCE_3_16,1.A.4.5.5,0.0,-54.9995,-145.6559
3560,GP17-OCE_3_18,1.A.4.5.5,1.2079876803588851e-05,-56.1052,-145.3377
3561,GP17-OCE_3_20,1.A.4.5.5,1.0500808030768712e-05,-57.6014,-144.8581
3562,GP17-OCE_3_22,1.A.4.5.5,7.036111755734171e-05,-59.9971,-143.9992
3563,GP17-OCE_3_25,1.A.4.5.5,2.280510579533923e-05,-66.9998,-134.9994
3564,GP17-OCE_3_27,1.A.4.5.5,0.0,-67.0003,-115.0079
3565,GP17-OCE_3_32,1.A.4.5.5,0.0,-59.9984,-82.4956
3566,GP17-OCE_3_33,1.A.4.5.5,0.0,-57.0001,-78.9996
3567,GP17-OCE_3_35,1.A.4.5.5,1.6290582904691517e-05,-54.3512,-76.5493
3568,GP17-OCE_3_37,1.A.4.5.5,0.0,-53.4991,-75.751
3569,GP17-OCE_3_38,1.A.4.5.5,0.0,-52.7019,-75.0972
3570,GP15_3_3,"1.A.4.5.5,1.A.4.5.7",0.0,55.08013,-155.72003
3571,GP15_3_4,"1.A.4.5.5,1.A.4.5.7",0.0,55.07994,-155.72033
3572,GP15_3_5,"1.A.4.5.5,1.A.4.5.7",0.0,53.68004,-153.79988
3573,GP15_3_6,"1.A.4.5.5,1.A.4.5.7",0.0,52.00014,-151.99978
3574,GP15_3_8,"1.A.4.5.5,1.A.4.5.7",0.0,47.00009,-151.99986
3575,GP15_3_9,"1.A.4.5.5,1.A.4.5.7",0.0,44.50019,-151.99984
3576,GP15_3_10,"1.A.4.5.5,1.A.4.5.7",0.0,41.99998,-151.99985
3577,GP15_3_12,"1.A.4.5.5,1.A.4.5.7",0.0,37.00007,-152.00017
3578,GP15_3_14,"1.A.4.5.5,1.A.4.5.7",0.0,32.00006,-151.99991
3579,GP15_3_15,"1.A.4.5.5,1.A.4.5.7",0.0,29.5003,-152.0005
3580,GP15_3_16,"1.A.4.5.5,1.A.4.5.7",0.0,26.99984,-152.00004
3581,GP15_3_18,"1.A.4.5.5,1.A.4.5.7",0.0,22.00015,-152.00005
3582,GP15_3_18-3,"1.A.4.5.5,1.A.4.5.7",0.0,19.68113,-154.51301
3583,GP15_3_19,"1.A.4.5.5,1.A.4.5.7",0.0,17.49998,-152.00007
3584,GP15_3_21,"1.A.4.5.5,1.A.4.5.7",0.0,11.00013,-152.00001
3585,GP15_3_23,"1.A.4.5.5,1.A.4.5.7",0.0,7.52686,-152.01638
3586,GP15_3_25,"1.A.4.5.5,1.A.4.5.7",0.0,5.01547,-152.333
3587,GP15_3_27,"1.A.4.5.5,1.A.4.5.7",0.0,2.49982,-152.01363
3588,GP15_3_29,"1.A.4.5.5,1.A.4.5.7",0.0,0.032,-152.01378
3589,GP15_3_31,"1.A.4.5.5,1.A.4.5.7",0.0,-2.50475,-152.00003
3590,GP15_3_33,"1.A.4.5.5,1.A.4.5.7",0.0,-4.99972,-152.0347
3591,GP15_3_35,"1.A.4.5.5,1.A.4.5.7",0.0,-10.49975,-151.99948
3592,GP15_3_37,"1.A.4.5.5,1.A.4.5.7",0.0,-14.9986,-151.99808
3593,GP15_3_39,"1.A.4.5.5,1.A.4.5.7",0.0,-19.99443,-152.09907
3594,GP17-OCE_3_1,"1.A.4.5.5,1.A.4.5.7",0.0,-19.9999,-152.0003
3595,GP17-OCE_3_3,"1.A.4.5.5,1.A.4.5.7",0.0,-24.9996,-151.25
3596,GP17-OCE_3_6,"1.A.4.5.5,1.A.4.5.7",0.0,-32.5,-150.0012
3597,GP17-OCE_3_8,"1.A.4.5.5,1.A.4.5.7",0.0,-37.5001,-149.2803
3598,GP17-OCE_3_10,"1.A.4.5.5,1.A.4.5.7",0.0,-42.5003,-148.4706
3599,GP17-OCE_3_12,"1.A.4.5.5,1.A.4.5.7",0.0,-47.5,-147.5199
3600,GP17-OCE_3_14,"1.A.4.5.5,1.A.4.5.7",0.0,-52.312,-146.4033
3601,GP17-OCE_3_16,"1.A.4.5.5,1.A.4.5.7",0.0,-54.9995,-145.6559
3602,GP17-OCE_3_18,"1.A.4.5.5,1.A.4.5.7",0.0,-56.1052,-145.3377
3603,GP17-OCE_3_20,"1.A.4.5.5,1.A.4.5.7",0.0,-57.6014,-144.8581
3604,GP17-OCE_3_22,"1.A.4.5.5,1.A.4.5.7",0.0,-59.9971,-143.9992
3605,GP17-OCE_3_25,"1.A.4.5.5,1.A.4.5.7",0.0,-66.9998,-134.9994
3606,GP17-OCE_3_27,"1.A.4.5.5,1.A.4.5.7",0.0,-67.0003,-115.0079
3607,GP17-OCE_3_32,"1.A.4.5.5,1.A.4.5.7",0.0,-59.9984,-82.4956
3608,GP17-OCE_3_33,"1.A.4.5.5,1.A.4.5.7",0.0,-57.0001,-78.9996
3609,GP17-OCE_3_35,"1.A.4.5.5,1.A.4.5.7",4.5564637898836414e-05,-54.3512,-76.5493
3610,GP17-OCE_3_37,"1.A.4.5.5,1.A.4.5.7",0.0,-53.4991,-75.751
3611,GP17-OCE_3_38,"1.A.4.5.5,1.A.4.5.7",0.0,-52.7019,-75.0972
3612,GP15_3_3,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,55.08013,-155.72003
3613,GP15_3_4,"1.A.43.1,1.A.43.2,1.A.43.3",2.350113623993221e-05,55.07994,-155.72033
3614,GP15_3_5,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,53.68004,-153.79988
3615,GP15_3_6,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,52.00014,-151.99978
3616,GP15_3_8,"1.A.43.1,1.A.43.2,1.A.43.3",2.4287487715085392e-05,47.00009,-151.99986
3617,GP15_3_9,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,44.50019,-151.99984
3618,GP15_3_10,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,41.99998,-151.99985
3619,GP15_3_12,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,37.00007,-152.00017
3620,GP15_3_14,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,32.00006,-151.99991
3621,GP15_3_15,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,29.5003,-152.0005
3622,GP15_3_16,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,26.99984,-152.00004
3623,GP15_3_18,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,22.00015,-152.00005
3624,GP15_3_18-3,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,19.68113,-154.51301
3625,GP15_3_19,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,17.49998,-152.00007
3626,GP15_3_21,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,11.00013,-152.00001
3627,GP15_3_23,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,7.52686,-152.01638
3628,GP15_3_25,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,5.01547,-152.333
3629,GP15_3_27,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,2.49982,-152.01363
3630,GP15_3_29,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,0.032,-152.01378
3631,GP15_3_31,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-2.50475,-152.00003
3632,GP15_3_33,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-4.99972,-152.0347
3633,GP15_3_35,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-10.49975,-151.99948
3634,GP15_3_37,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-14.9986,-151.99808
3635,GP15_3_39,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-19.99443,-152.09907
3636,GP17-OCE_3_1,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-19.9999,-152.0003
3637,GP17-OCE_3_3,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-24.9996,-151.25
3638,GP17-OCE_3_6,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-32.5,-150.0012
3639,GP17-OCE_3_8,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-37.5001,-149.2803
3640,GP17-OCE_3_10,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-42.5003,-148.4706
3641,GP17-OCE_3_12,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-47.5,-147.5199
3642,GP17-OCE_3_14,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-52.312,-146.4033
3643,GP17-OCE_3_16,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-54.9995,-145.6559
3644,GP17-OCE_3_18,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-56.1052,-145.3377
3645,GP17-OCE_3_20,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-57.6014,-144.8581
3646,GP17-OCE_3_22,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-59.9971,-143.9992
3647,GP17-OCE_3_25,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-66.9998,-134.9994
3648,GP17-OCE_3_27,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-67.0003,-115.0079
3649,GP17-OCE_3_32,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-59.9984,-82.4956
3650,GP17-OCE_3_33,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-57.0001,-78.9996
3651,GP17-OCE_3_35,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-54.3512,-76.5493
3652,GP17-OCE_3_37,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-53.4991,-75.751
3653,GP17-OCE_3_38,"1.A.43.1,1.A.43.2,1.A.43.3",0.0,-52.7019,-75.0972
3654,GP15_3_3,1.A.46.2,6.633535742511292e-05,55.08013,-155.72003
3655,GP15_3_4,1.A.46.2,5.943523542037414e-05,55.07994,-155.72033
3656,GP15_3_5,1.A.46.2,3.788997529808776e-05,53.68004,-153.79988
3657,GP15_3_6,1.A.46.2,0.00013948269883950598,52.00014,-151.99978
3658,GP15_3_8,1.A.46.2,0.0001084557739640575,47.00009,-151.99986
3659,GP15_3_9,1.A.46.2,0.0,44.50019,-151.99984
3660,GP15_3_10,1.A.46.2,0.0,41.99998,-151.99985
3661,GP15_3_12,1.A.46.2,2.5555060064225656e-05,37.00007,-152.00017
3662,GP15_3_14,1.A.46.2,2.6250843030608563e-05,32.00006,-151.99991
3663,GP15_3_15,1.A.46.2,1.1375746570000669e-05,29.5003,-152.0005
3664,GP15_3_16,1.A.46.2,1.4625278452394495e-05,26.99984,-152.00004
3665,GP15_3_18,1.A.46.2,1.3935902338014315e-05,22.00015,-152.00005
3666,GP15_3_18-3,1.A.46.2,1.2769349939135695e-05,19.68113,-154.51301
3667,GP15_3_19,1.A.46.2,0.0,17.49998,-152.00007
3668,GP15_3_21,1.A.46.2,1.3113639873611765e-05,11.00013,-152.00001
3669,GP15_3_23,1.A.46.2,0.0,7.52686,-152.01638
3670,GP15_3_25,1.A.46.2,0.0,5.01547,-152.333
3671,GP15_3_27,1.A.46.2,0.0,2.49982,-152.01363
3672,GP15_3_29,1.A.46.2,0.0,0.032,-152.01378
3673,GP15_3_31,1.A.46.2,0.0,-2.50475,-152.00003
3674,GP15_3_33,1.A.46.2,1.1666676766071087e-05,-4.99972,-152.0347
3675,GP15_3_35,1.A.46.2,0.0,-10.49975,-151.99948
3676,GP15_3_37,1.A.46.2,4.78183213144903e-05,-14.9986,-151.99808
3677,GP15_3_39,1.A.46.2,0.0,-19.99443,-152.09907
3678,GP17-OCE_3_1,1.A.46.2,0.0,-19.9999,-152.0003
3679,GP17-OCE_3_3,1.A.46.2,9.433256192320595e-06,-24.9996,-151.25
3680,GP17-OCE_3_6,1.A.46.2,1.134538199402787e-05,-32.5,-150.0012
3681,GP17-OCE_3_8,1.A.46.2,1.8633694077438335e-05,-37.5001,-149.2803
3682,GP17-OCE_3_10,1.A.46.2,0.0,-42.5003,-148.4706
3683,GP17-OCE_3_12,1.A.46.2,1.32356003871895e-05,-47.5,-147.5199
3684,GP17-OCE_3_14,1.A.46.2,1.5947048792923805e-05,-52.312,-146.4033
3685,GP17-OCE_3_16,1.A.46.2,0.0,-54.9995,-145.6559
3686,GP17-OCE_3_18,1.A.46.2,0.0,-56.1052,-145.3377
3687,GP17-OCE_3_20,1.A.46.2,0.0,-57.6014,-144.8581
3688,GP17-OCE_3_22,1.A.46.2,0.0,-59.9971,-143.9992
3689,GP17-OCE_3_25,1.A.46.2,0.0,-66.9998,-134.9994
3690,GP17-OCE_3_27,1.A.46.2,2.3823738516992676e-05,-67.0003,-115.0079
3691,GP17-OCE_3_32,1.A.46.2,2.106831494052323e-05,-59.9984,-82.4956
3692,GP17-OCE_3_33,1.A.46.2,4.228932945144229e-05,-57.0001,-78.9996
3693,GP17-OCE_3_35,1.A.46.2,6.11133256283276e-05,-54.3512,-76.5493
3694,GP17-OCE_3_37,1.A.46.2,5.073474795319678e-05,-53.4991,-75.751
3695,GP17-OCE_3_38,1.A.46.2,3.815987769618213e-05,-52.7019,-75.0972
3696,GP15_3_3,1.A.5.1,0.0,55.08013,-155.72003
3697,GP15_3_4,1.A.5.1,0.0,55.07994,-155.72033
3698,GP15_3_5,1.A.5.1,0.0,53.68004,-153.79988
3699,GP15_3_6,1.A.5.1,0.0,52.00014,-151.99978
3700,GP15_3_8,1.A.5.1,0.0,47.00009,-151.99986
3701,GP15_3_9,1.A.5.1,0.0,44.50019,-151.99984
3702,GP15_3_10,1.A.5.1,0.0,41.99998,-151.99985
3703,GP15_3_12,1.A.5.1,0.0,37.00007,-152.00017
3704,GP15_3_14,1.A.5.1,0.0,32.00006,-151.99991
3705,GP15_3_15,1.A.5.1,0.0,29.5003,-152.0005
3706,GP15_3_16,1.A.5.1,0.0,26.99984,-152.00004
3707,GP15_3_18,1.A.5.1,0.0,22.00015,-152.00005
3708,GP15_3_18-3,1.A.5.1,0.0,19.68113,-154.51301
3709,GP15_3_19,1.A.5.1,0.0,17.49998,-152.00007
3710,GP15_3_21,1.A.5.1,0.0,11.00013,-152.00001
3711,GP15_3_23,1.A.5.1,0.0,7.52686,-152.01638
3712,GP15_3_25,1.A.5.1,0.0,5.01547,-152.333
3713,GP15_3_27,1.A.5.1,0.0,2.49982,-152.01363
3714,GP15_3_29,1.A.5.1,0.0,0.032,-152.01378
3715,GP15_3_31,1.A.5.1,0.0,-2.50475,-152.00003
3716,GP15_3_33,1.A.5.1,0.0,-4.99972,-152.0347
3717,GP15_3_35,1.A.5.1,0.0,-10.49975,-151.99948
3718,GP15_3_37,1.A.5.1,0.0,-14.9986,-151.99808
3719,GP15_3_39,1.A.5.1,0.0,-19.99443,-152.09907
3720,GP17-OCE_3_1,1.A.5.1,9.904265945963595e-06,-19.9999,-152.0003
3721,GP17-OCE_3_3,1.A.5.1,1.7772046196581894e-05,-24.9996,-151.25
3722,GP17-OCE_3_6,1.A.5.1,0.0,-32.5,-150.0012
3723,GP17-OCE_3_8,1.A.5.1,0.0,-37.5001,-149.2803
3724,GP17-OCE_3_10,1.A.5.1,0.0,-42.5003,-148.4706
3725,GP17-OCE_3_12,1.A.5.1,0.0,-47.5,-147.5199
3726,GP17-OCE_3_14,1.A.5.1,0.0,-52.312,-146.4033
3727,GP17-OCE_3_16,1.A.5.1,0.0,-54.9995,-145.6559
3728,GP17-OCE_3_18,1.A.5.1,0.0,-56.1052,-145.3377
3729,GP17-OCE_3_20,1.A.5.1,0.0,-57.6014,-144.8581
3730,GP17-OCE_3_22,1.A.5.1,0.0,-59.9971,-143.9992
3731,GP17-OCE_3_25,1.A.5.1,0.0,-66.9998,-134.9994
3732,GP17-OCE_3_27,1.A.5.1,0.0,-67.0003,-115.0079
3733,GP17-OCE_3_32,1.A.5.1,0.0,-59.9984,-82.4956
3734,GP17-OCE_3_33,1.A.5.1,0.0,-57.0001,-78.9996
3735,GP17-OCE_3_35,1.A.5.1,0.0,-54.3512,-76.5493
3736,GP17-OCE_3_37,1.A.5.1,0.0,-53.4991,-75.751
3737,GP17-OCE_3_38,1.A.5.1,0.0,-52.7019,-75.0972
3738,GP15_3_3,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,55.08013,-155.72003
3739,GP15_3_4,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,55.07994,-155.72033
3740,GP15_3_5,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,53.68004,-153.79988
3741,GP15_3_6,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,52.00014,-151.99978
3742,GP15_3_8,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,47.00009,-151.99986
3743,GP15_3_9,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,44.50019,-151.99984
3744,GP15_3_10,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,41.99998,-151.99985
3745,GP15_3_12,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,37.00007,-152.00017
3746,GP15_3_14,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,32.00006,-151.99991
3747,GP15_3_15,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,29.5003,-152.0005
3748,GP15_3_16,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,26.99984,-152.00004
3749,GP15_3_18,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,22.00015,-152.00005
3750,GP15_3_18-3,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,19.68113,-154.51301
3751,GP15_3_19,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",1.4468072498670212e-05,17.49998,-152.00007
3752,GP15_3_21,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,11.00013,-152.00001
3753,GP15_3_23,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,7.52686,-152.01638
3754,GP15_3_25,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,5.01547,-152.333
3755,GP15_3_27,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,2.49982,-152.01363
3756,GP15_3_29,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,0.032,-152.01378
3757,GP15_3_31,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-2.50475,-152.00003
3758,GP15_3_33,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-4.99972,-152.0347
3759,GP15_3_35,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-10.49975,-151.99948
3760,GP15_3_37,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-14.9986,-151.99808
3761,GP15_3_39,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-19.99443,-152.09907
3762,GP17-OCE_3_1,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",8.577378642198138e-06,-19.9999,-152.0003
3763,GP17-OCE_3_3,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",7.695551104261539e-06,-24.9996,-151.25
3764,GP17-OCE_3_6,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-32.5,-150.0012
3765,GP17-OCE_3_8,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-37.5001,-149.2803
3766,GP17-OCE_3_10,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-42.5003,-148.4706
3767,GP17-OCE_3_12,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-47.5,-147.5199
3768,GP17-OCE_3_14,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-52.312,-146.4033
3769,GP17-OCE_3_16,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-54.9995,-145.6559
3770,GP17-OCE_3_18,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-56.1052,-145.3377
3771,GP17-OCE_3_20,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-57.6014,-144.8581
3772,GP17-OCE_3_22,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-59.9971,-143.9992
3773,GP17-OCE_3_25,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-66.9998,-134.9994
3774,GP17-OCE_3_27,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-67.0003,-115.0079
3775,GP17-OCE_3_32,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-59.9984,-82.4956
3776,GP17-OCE_3_33,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-57.0001,-78.9996
3777,GP17-OCE_3_35,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-54.3512,-76.5493
3778,GP17-OCE_3_37,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-53.4991,-75.751
3779,GP17-OCE_3_38,"1.A.5.1,1.A.5.1.2,1.A.5.2.1,1.A.5.2.4",0.0,-52.7019,-75.0972
3780,GP15_3_3,1.A.5.1.1,0.0,55.08013,-155.72003
3781,GP15_3_4,1.A.5.1.1,0.0,55.07994,-155.72033
3782,GP15_3_5,1.A.5.1.1,0.0,53.68004,-153.79988
3783,GP15_3_6,1.A.5.1.1,0.0,52.00014,-151.99978
3784,GP15_3_8,1.A.5.1.1,0.0,47.00009,-151.99986
3785,GP15_3_9,1.A.5.1.1,0.0,44.50019,-151.99984
3786,GP15_3_10,1.A.5.1.1,0.0,41.99998,-151.99985
3787,GP15_3_12,1.A.5.1.1,0.0,37.00007,-152.00017
3788,GP15_3_14,1.A.5.1.1,0.0,32.00006,-151.99991
3789,GP15_3_15,1.A.5.1.1,0.0,29.5003,-152.0005
3790,GP15_3_16,1.A.5.1.1,0.0,26.99984,-152.00004
3791,GP15_3_18,1.A.5.1.1,0.0,22.00015,-152.00005
3792,GP15_3_18-3,1.A.5.1.1,0.0,19.68113,-154.51301
3793,GP15_3_19,1.A.5.1.1,2.7292045849764265e-05,17.49998,-152.00007
3794,GP15_3_21,1.A.5.1.1,0.0,11.00013,-152.00001
3795,GP15_3_23,1.A.5.1.1,0.0,7.52686,-152.01638
