,stn,cog,sum,lat,lon
286,GP17-OCE_3_22,AJ,0.0006669767855352367,-59.9971,-143.9992
287,GP17-OCE_3_25,AJ,0.0018668255797773367,-66.9998,-134.9994
288,GP17-OCE_3_27,AJ,0.0014788760168181765,-67.0003,-115.0079
289,GP17-OCE_3_32,AJ,0.00028864850681160117,-59.9984,-82.4956
290,GP17-OCE_3_33,AJ,0.00022820874409549028,-57.0001,-78.9996
291,GP17-OCE_3_35,AJ,0.0004631382941211891,-54.3512,-76.5493
292,GP17-OCE_3_37,AJ,0.0008183511149487581,-53.4991,-75.751
293,GP17-OCE_3_38,AJ,0.0006694138375814394,-52.7019,-75.0972
294,GP15_3_3,AK,0.0,55.08013,-155.72003
295,GP15_3_4,AK,0.0,55.07994,-155.72033
296,GP15_3_5,AK,0.0,53.68004,-153.79988
297,GP15_3_6,AK,0.0,52.00014,-151.99978
298,GP15_3_8,AK,0.0,47.00009,-151.99986
299,GP15_3_9,AK,0.0,44.50019,-151.99984
300,GP15_3_10,AK,0.0,41.99998,-151.99985
301,GP15_3_12,AK,0.0,37.00007,-152.00017
302,GP15_3_14,AK,0.0,32.00006,-151.99991
303,GP15_3_15,AK,0.0,29.5003,-152.0005
304,GP15_3_16,AK,0.0,26.99984,-152.00004
305,GP15_3_18,AK,0.0,22.00015,-152.00005
306,GP15_3_18-3,AK,0.0,19.68113,-154.51301
307,GP15_3_19,AK,0.0,17.49998,-152.00007
308,GP15_3_21,AK,0.0,11.00013,-152.00001
309,GP15_3_23,AK,0.0,7.52686,-152.01638
310,GP15_3_25,AK,0.0,5.01547,-152.333
311,GP15_3_27,AK,0.0,2.49982,-152.01363
312,GP15_3_29,AK,0.0,0.032,-152.01378
313,GP15_3_31,AK,0.0,-2.50475,-152.00003
314,GP15_3_33,AK,0.0,-4.99972,-152.0347
315,GP15_3_35,AK,0.0,-10.49975,-151.99948
316,GP15_3_37,AK,0.0,-14.9986,-151.99808
317,GP15_3_39,AK,0.0,-19.99443,-152.09907
318,GP17-OCE_3_1,AK,0.0,-19.9999,-152.0003
319,GP17-OCE_3_3,AK,0.0,-24.9996,-151.25
320,GP17-OCE_3_6,AK,0.0,-32.5,-150.0012
321,GP17-OCE_3_8,AK,0.0,-37.5001,-149.2803
322,GP17-OCE_3_10,AK,0.0,-42.5003,-148.4706
323,GP17-OCE_3_12,AK,0.0,-47.5,-147.5199
324,GP17-OCE_3_14,AK,1.9131005849609483e-05,-52.312,-146.4033
325,GP17-OCE_3_16,AK,0.0001233604175015,-54.9995,-145.6559
326,GP17-OCE_3_18,AK,1.6497145186990748e-05,-56.1052,-145.3377
