,stn,module,sum,lat,lon
7457,GP15_3_39,M00053,0.0,-19.99443,-152.09907
7458,GP17-OCE_3_1,M00053,0.00018959543937680564,-19.9999,-152.0003
7459,GP17-OCE_3_3,M00053,0.00012557404325461323,-24.9996,-151.25
7460,GP17-OCE_3_6,M00053,3.494851756615145e-05,-32.5,-150.0012
7461,GP17-OCE_3_8,M00053,5.463271638455899e-05,-37.5001,-149.2803
7462,GP17-OCE_3_10,M00053,0.0001558338051786123,-42.5003,-148.4706
7463,GP17-OCE_3_12,M00053,0.0001416811317241164,-47.5,-147.5199
7464,GP17-OCE_3_14,M00053,0.00046990941362267367,-52.312,-146.4033
7465,GP17-OCE_3_16,M00053,0.0003178516542899399,-54.9995,-145.6559
7466,GP17-OCE_3_18,M00053,0.0002374750043315918,-56.1052,-145.3377
7467,GP17-OCE_3_20,M00053,0.00020470891409156707,-57.6014,-144.8581
7468,GP17-OCE_3_22,M00053,0.0004266280811302198,-59.9971,-143.9992
7469,GP17-OCE_3_25,M00053,0.0003199873981946829,-66.9998,-134.9994
7470,GP17-OCE_3_27,M00053,0.0003438665784962413,-67.0003,-115.0079
7471,GP17-OCE_3_32,M00053,0.00019729531074657512,-59.9984,-82.4956
7472,GP17-OCE_3_33,M00053,0.00026573617212212014,-57.0001,-78.9996
7473,GP17-OCE_3_35,M00053,0.0002570514684592272,-54.3512,-76.5493
7474,GP17-OCE_3_37,M00053,0.00031512673915615533,-53.4991,-75.751
7475,GP17-OCE_3_38,M00053,0.00019283684039341804,-52.7019,-75.0972
7476,GP15_3_3,"M00053,M00126,M00177,M00179,M00841",0.00040794539711569504,55.08013,-155.72003
7477,GP15_3_4,"M00053,M00126,M00177,M00179,M00841",0.0004024643095170236,55.07994,-155.72033
7478,GP15_3_5,"M00053,M00126,M00177,M00179,M00841",0.00032318769679924743,53.68004,-153.79988
7479,GP15_3_6,"M00053,M00126,M00177,M00179,M00841",0.0004541043384757,52.00014,-151.99978
7480,GP15_3_8,"M00053,M00126,M00177,M00179,M00841",0.0004814365392654078,47.00009,-151.99986
7481,GP15_3_9,"M00053,M00126,M00177,M00179,M00841",0.0004846073213531266,44.50019,-151.99984
7482,GP15_3_10,"M00053,M00126,M00177,M00179,M00841",0.00024145163763244248,41.99998,-151.99985
7483,GP15_3_12,"M00053,M00126,M00177,M00179,M00841",7.62320435814189e-05,37.00007,-152.00017
7484,GP15_3_14,"M00053,M00126,M00177,M00179,M00841",0.0001566151990978,32.00006,-151.99991
7485,GP15_3_15,"M00053,M00126,M00177,M00179,M00841",7.326752028136023e-05,29.5003,-152.0005
7486,GP15_3_16,"M00053,M00126,M00177,M00179,M00841",9.419670867643912e-05,26.99984,-152.00004
7487,GP15_3_18,"M00053,M00126,M00177,M00179,M00841",4.487832956309695e-05,22.00015,-152.00005
7488,GP15_3_18-3,"M00053,M00126,M00177,M00179,M00841",0.0002467298123832,19.68113,-154.51301
7489,GP15_3_19,"M00053,M00126,M00177,M00179,M00841",4.070678025049585e-05,17.49998,-152.00007
7490,GP15_3_21,"M00053,M00126,M00177,M00179,M00841",0.0,11.00013,-152.00001
7491,GP15_3_23,"M00053,M00126,M00177,M00179,M00841",0.0,7.52686,-152.01638
7492,GP15_3_25,"M00053,M00126,M00177,M00179,M00841",9.548747628058152e-05,5.01547,-152.333
7493,GP15_3_27,"M00053,M00126,M00177,M00179,M00841",0.000149338520617,2.49982,-152.01363
7494,GP15_3_29,"M00053,M00126,M00177,M00179,M00841",0.0004939379280581,0.032,-152.01378
7495,GP15_3_31,"M00053,M00126,M00177,M00179,M00841",0.0001167020883154,-2.50475,-152.00003
7496,GP15_3_33,"M00053,M00126,M00177,M00179,M00841",7.13842425856214e-05,-4.99972,-152.0347
7497,GP15_3_35,"M00053,M00126,M00177,M00179,M00841",0.0,-10.49975,-151.99948
7498,GP15_3_37,"M00053,M00126,M00177,M00179,M00841",7.222252271465651e-05,-14.9986,-151.99808
7499,GP15_3_39,"M00053,M00126,M00177,M00179,M00841",0.0001271684132404,-19.99443,-152.09907
7500,GP17-OCE_3_1,"M00053,M00126,M00177,M00179,M00841",0.00014070255880104426,-19.9999,-152.0003
7501,GP17-OCE_3_3,"M00053,M00126,M00177,M00179,M00841",5.346505271309617e-05,-24.9996,-151.25
7502,GP17-OCE_3_6,"M00053,M00126,M00177,M00179,M00841",0.0001906645434505539,-32.5,-150.0012
7503,GP17-OCE_3_8,"M00053,M00126,M00177,M00179,M00841",0.00018494051997483253,-37.5001,-149.2803
7504,GP17-OCE_3_10,"M00053,M00126,M00177,M00179,M00841",0.00020079856532119125,-42.5003,-148.4706
7505,GP17-OCE_3_12,"M00053,M00126,M00177,M00179,M00841",0.00028030135418074425,-47.5,-147.5199
7506,GP17-OCE_3_14,"M00053,M00126,M00177,M00179,M00841",4.345008108216391e-05,-52.312,-146.4033
7507,GP17-OCE_3_16,"M00053,M00126,M00177,M00179,M00841",0.00021013088065927212,-54.9995,-145.6559
7508,GP17-OCE_3_18,"M00053,M00126,M00177,M00179,M00841",0.0003176678921997533,-56.1052,-145.3377
7509,GP17-OCE_3_20,"M00053,M00126,M00177,M00179,M00841",0.00017234840981400503,-57.6014,-144.8581
7510,GP17-OCE_3_22,"M00053,M00126,M00177,M00179,M00841",0.0002022284999712873,-59.9971,-143.9992
7511,GP17-OCE_3_25,"M00053,M00126,M00177,M00179,M00841",0.00023762868006899237,-66.9998,-134.9994
7512,GP17-OCE_3_27,"M00053,M00126,M00177,M00179,M00841",0.0003418914227566466,-67.0003,-115.0079
7513,GP17-OCE_3_32,"M00053,M00126,M00177,M00179,M00841",0.00047094688351390003,-59.9984,-82.4956
7514,GP17-OCE_3_33,"M00053,M00126,M00177,M00179,M00841",0.0003073991313095027,-57.0001,-78.9996
7515,GP17-OCE_3_35,"M00053,M00126,M00177,M00179,M00841",0.00044147982429716226,-54.3512,-76.5493
7516,GP17-OCE_3_37,"M00053,M00126,M00177,M00179,M00841",0.0004599867031765878,-53.4991,-75.751
7517,GP17-OCE_3_38,"M00053,M00126,M00177,M00179,M00841",0.0004758396879178117,-52.7019,-75.0972
7518,GP15_3_3,"M00053,M00126,M00841",2.330696458481576e-05,55.08013,-155.72003
7519,GP15_3_4,"M00053,M00126,M00841",5.1741997435817125e-05,55.07994,-155.72033
7520,GP15_3_5,"M00053,M00126,M00841",2.6532778937487895e-05,53.68004,-153.79988
7521,GP15_3_6,"M00053,M00126,M00841",0.0,52.00014,-151.99978
7522,GP15_3_8,"M00053,M00126,M00841",2.673664614013602e-05,47.00009,-151.99986
7523,GP15_3_9,"M00053,M00126,M00841",2.4693956464280775e-05,44.50019,-151.99984
7524,GP15_3_10,"M00053,M00126,M00841",0.0,41.99998,-151.99985
7525,GP15_3_12,"M00053,M00126,M00841",0.0,37.00007,-152.00017
7526,GP15_3_14,"M00053,M00126,M00841",0.0,32.00006,-151.99991
7527,GP15_3_15,"M00053,M00126,M00841",0.0,29.5003,-152.0005
7528,GP15_3_16,"M00053,M00126,M00841",0.0,26.99984,-152.00004
7529,GP15_3_18,"M00053,M00126,M00841",0.0,22.00015,-152.00005
7530,GP15_3_18-3,"M00053,M00126,M00841",0.0,19.68113,-154.51301
7531,GP15_3_19,"M00053,M00126,M00841",0.0,17.49998,-152.00007
7532,GP15_3_21,"M00053,M00126,M00841",0.0,11.00013,-152.00001
7533,GP15_3_23,"M00053,M00126,M00841",0.0,7.52686,-152.01638
7534,GP15_3_25,"M00053,M00126,M00841",0.0,5.01547,-152.333
7535,GP15_3_27,"M00053,M00126,M00841",0.0,2.49982,-152.01363
7536,GP15_3_29,"M00053,M00126,M00841",2.607815459098817e-05,0.032,-152.01378
7537,GP15_3_31,"M00053,M00126,M00841",0.0,-2.50475,-152.00003
7538,GP15_3_33,"M00053,M00126,M00841",0.0,-4.99972,-152.0347
7539,GP15_3_35,"M00053,M00126,M00841",0.0,-10.49975,-151.99948
7540,GP15_3_37,"M00053,M00126,M00841",0.0,-14.9986,-151.99808
7541,GP15_3_39,"M00053,M00126,M00841",0.0,-19.99443,-152.09907
7542,GP17-OCE_3_1,"M00053,M00126,M00841",0.0,-19.9999,-152.0003
7543,GP17-OCE_3_3,"M00053,M00126,M00841",0.0,-24.9996,-151.25
7544,GP17-OCE_3_6,"M00053,M00126,M00841",0.0,-32.5,-150.0012
7545,GP17-OCE_3_8,"M00053,M00126,M00841",0.0,-37.5001,-149.2803
7546,GP17-OCE_3_10,"M00053,M00126,M00841",4.901284566803958e-05,-42.5003,-148.4706
7547,GP17-OCE_3_12,"M00053,M00126,M00841",4.862669432653262e-05,-47.5,-147.5199
7548,GP17-OCE_3_14,"M00053,M00126,M00841",2.018547073895804e-05,-52.312,-146.4033
7549,GP17-OCE_3_16,"M00053,M00126,M00841",2.169330176535848e-05,-54.9995,-145.6559
7550,GP17-OCE_3_18,"M00053,M00126,M00841",0.00010372713103074991,-56.1052,-145.3377
7551,GP17-OCE_3_20,"M00053,M00126,M00841",7.364522140361884e-05,-57.6014,-144.8581
7552,GP17-OCE_3_22,"M00053,M00126,M00841",3.894654060316001e-05,-59.9971,-143.9992
7553,GP17-OCE_3_25,"M00053,M00126,M00841",3.8582916756429794e-05,-66.9998,-134.9994
7554,GP17-OCE_3_27,"M00053,M00126,M00841",1.576810604566082e-05,-67.0003,-115.0079
7555,GP17-OCE_3_32,"M00053,M00126,M00841",0.0,-59.9984,-82.4956
7556,GP17-OCE_3_33,"M00053,M00126,M00841",0.0,-57.0001,-78.9996
7557,GP17-OCE_3_35,"M00053,M00126,M00841",0.0,-54.3512,-76.5493
7558,GP17-OCE_3_37,"M00053,M00126,M00841",1.700193084586932e-05,-53.4991,-75.751
7559,GP17-OCE_3_38,"M00053,M00126,M00841",0.0,-52.7019,-75.0972
7560,GP15_3_3,M00055,0.00013084559424957347,55.08013,-155.72003
7561,GP15_3_4,M00055,0.0002534224370626242,55.07994,-155.72033
7562,GP15_3_5,M00055,0.0001503246066998623,53.68004,-153.79988
7563,GP15_3_6,M00055,0.00027845138815362587,52.00014,-151.99978
7564,GP15_3_8,M00055,0.00020958559835405693,47.00009,-151.99986
7565,GP15_3_9,M00055,0.0006894093043644533,44.50019,-151.99984
7566,GP15_3_10,M00055,0.0001974249629657276,41.99998,-151.99985
7567,GP15_3_12,M00055,0.0,37.00007,-152.00017
7568,GP15_3_14,M00055,0.0,32.00006,-151.99991
7569,GP15_3_15,M00055,0.00025765163144017756,29.5003,-152.0005
7570,GP15_3_16,M00055,0.0,26.99984,-152.00004
7571,GP15_3_18,M00055,8.40578236261181e-05,22.00015,-152.00005
7572,GP15_3_18-3,M00055,0.0,19.68113,-154.51301
7573,GP15_3_19,M00055,0.0,17.49998,-152.00007
7574,GP15_3_21,M00055,0.0,11.00013,-152.00001
7575,GP15_3_23,M00055,0.0,7.52686,-152.01638
7576,GP15_3_25,M00055,0.0,5.01547,-152.333
7577,GP15_3_27,M00055,3.496417744604828e-05,2.49982,-152.01363
7578,GP15_3_29,M00055,0.001017668937491,0.032,-152.01378
7579,GP15_3_31,M00055,7.286162127632384e-05,-2.50475,-152.00003
7580,GP15_3_33,M00055,0.00017499470486319427,-4.99972,-152.0347
7581,GP15_3_35,M00055,0.0002609710980337215,-10.49975,-151.99948
7582,GP15_3_37,M00055,0.0,-14.9986,-151.99808
7583,GP15_3_39,M00055,0.0,-19.99443,-152.09907
7584,GP17-OCE_3_1,M00055,6.352469816037157e-05,-19.9999,-152.0003
7585,GP17-OCE_3_3,M00055,9.414562450195887e-05,-24.9996,-151.25
7586,GP17-OCE_3_6,M00055,6.774326036598201e-05,-32.5,-150.0012
7587,GP17-OCE_3_8,M00055,0.00018798202007150013,-37.5001,-149.2803
7588,GP17-OCE_3_10,M00055,0.00021044487810529709,-42.5003,-148.4706
7589,GP17-OCE_3_12,M00055,0.0001804558431878332,-47.5,-147.5199
7590,GP17-OCE_3_14,M00055,0.0016003578614399677,-52.312,-146.4033
7591,GP17-OCE_3_16,M00055,0.0012039471857847321,-54.9995,-145.6559
7592,GP17-OCE_3_18,M00055,0.0008332002787475044,-56.1052,-145.3377
7593,GP17-OCE_3_20,M00055,0.0011876850253136567,-57.6014,-144.8581
7594,GP17-OCE_3_22,M00055,0.0012750328393822301,-59.9971,-143.9992
7595,GP17-OCE_3_25,M00055,0.000853093244848306,-66.9998,-134.9994
7596,GP17-OCE_3_27,M00055,0.0006525549047020638,-67.0003,-115.0079
7597,GP17-OCE_3_32,M00055,0.0006154960622902053,-59.9984,-82.4956
7598,GP17-OCE_3_33,M00055,0.0009437611267550887,-57.0001,-78.9996
7599,GP17-OCE_3_35,M00055,0.0008879427707942385,-54.3512,-76.5493
7600,GP17-OCE_3_37,M00055,0.0016144072922040726,-53.4991,-75.751
7601,GP17-OCE_3_38,M00055,0.00027336347606730075,-52.7019,-75.0972
7602,GP15_3_3,"M00055,M00132",0.0,55.08013,-155.72003
7603,GP15_3_4,"M00055,M00132",0.0,55.07994,-155.72033
7604,GP15_3_5,"M00055,M00132",0.0,53.68004,-153.79988
7605,GP15_3_6,"M00055,M00132",0.0,52.00014,-151.99978
7606,GP15_3_8,"M00055,M00132",0.0,47.00009,-151.99986
7607,GP15_3_9,"M00055,M00132",2.766465799381831e-05,44.50019,-151.99984
7608,GP15_3_10,"M00055,M00132",0.0,41.99998,-151.99985
7609,GP15_3_12,"M00055,M00132",0.0,37.00007,-152.00017
7610,GP15_3_14,"M00055,M00132",0.0,32.00006,-151.99991
7611,GP15_3_15,"M00055,M00132",0.0,29.5003,-152.0005
7612,GP15_3_16,"M00055,M00132",0.0,26.99984,-152.00004
7613,GP15_3_18,"M00055,M00132",0.0,22.00015,-152.00005
7614,GP15_3_18-3,"M00055,M00132",0.0,19.68113,-154.51301
7615,GP15_3_19,"M00055,M00132",0.0,17.49998,-152.00007
7616,GP15_3_21,"M00055,M00132",0.0,11.00013,-152.00001
7617,GP15_3_23,"M00055,M00132",0.0,7.52686,-152.01638
7618,GP15_3_25,"M00055,M00132",2.9800376093913295e-05,5.01547,-152.333
7619,GP15_3_27,"M00055,M00132",3.312395758046679e-05,2.49982,-152.01363
7620,GP15_3_29,"M00055,M00132",0.0,0.032,-152.01378
7621,GP15_3_31,"M00055,M00132",6.902679910388574e-05,-2.50475,-152.00003
7622,GP15_3_33,"M00055,M00132",6.333338815867161e-05,-4.99972,-152.0347
7623,GP15_3_35,"M00055,M00132",0.0,-10.49975,-151.99948
7624,GP15_3_37,"M00055,M00132",0.0,-14.9986,-151.99808
7625,GP15_3_39,"M00055,M00132",0.0,-19.99443,-152.09907
7626,GP17-OCE_3_1,"M00055,M00132",0.0,-19.9999,-152.0003
7627,GP17-OCE_3_3,"M00055,M00132",0.0,-24.9996,-151.25
7628,GP17-OCE_3_6,"M00055,M00132",0.0,-32.5,-150.0012
7629,GP17-OCE_3_8,"M00055,M00132",0.0,-37.5001,-149.2803
7630,GP17-OCE_3_10,"M00055,M00132",0.0,-42.5003,-148.4706
7631,GP17-OCE_3_12,"M00055,M00132",0.0,-47.5,-147.5199
7632,GP17-OCE_3_14,"M00055,M00132",0.0,-52.312,-146.4033
7633,GP17-OCE_3_16,"M00055,M00132",0.0,-54.9995,-145.6559
7634,GP17-OCE_3_18,"M00055,M00132",0.0,-56.1052,-145.3377
7635,GP17-OCE_3_20,"M00055,M00132",0.0,-57.6014,-144.8581
7636,GP17-OCE_3_22,"M00055,M00132",0.0,-59.9971,-143.9992
7637,GP17-OCE_3_25,"M00055,M00132",0.0,-66.9998,-134.9994
7638,GP17-OCE_3_27,"M00055,M00132",0.0,-67.0003,-115.0079
7639,GP17-OCE_3_32,"M00055,M00132",0.0,-59.9984,-82.4956
7640,GP17-OCE_3_33,"M00055,M00132",0.0,-57.0001,-78.9996
7641,GP17-OCE_3_35,"M00055,M00132",0.0,-54.3512,-76.5493
7642,GP17-OCE_3_37,"M00055,M00132",0.0,-53.4991,-75.751
7643,GP17-OCE_3_38,"M00055,M00132",0.0,-52.7019,-75.0972
7644,GP15_3_3,"M00055,M00180",0.0,55.08013,-155.72003
7645,GP15_3_4,"M00055,M00180",0.0,55.07994,-155.72033
7646,GP15_3_5,"M00055,M00180",0.0,53.68004,-153.79988
7647,GP15_3_6,"M00055,M00180",0.0,52.00014,-151.99978
7648,GP15_3_8,"M00055,M00180",0.0,47.00009,-151.99986
7649,GP15_3_9,"M00055,M00180",0.0,44.50019,-151.99984
7650,GP15_3_10,"M00055,M00180",0.0,41.99998,-151.99985
7651,GP15_3_12,"M00055,M00180",0.0,37.00007,-152.00017
7652,GP15_3_14,"M00055,M00180",0.0,32.00006,-151.99991
7653,GP15_3_15,"M00055,M00180",0.0,29.5003,-152.0005
7654,GP15_3_16,"M00055,M00180",0.0,26.99984,-152.00004
7655,GP15_3_18,"M00055,M00180",0.0,22.00015,-152.00005
7656,GP15_3_18-3,"M00055,M00180",0.0,19.68113,-154.51301
7657,GP15_3_19,"M00055,M00180",0.0,17.49998,-152.00007
7658,GP15_3_21,"M00055,M00180",0.0,11.00013,-152.00001
7659,GP15_3_23,"M00055,M00180",0.0,7.52686,-152.01638
7660,GP15_3_25,"M00055,M00180",0.0,5.01547,-152.333
7661,GP15_3_27,"M00055,M00180",0.0,2.49982,-152.01363
7662,GP15_3_29,"M00055,M00180",0.0,0.032,-152.01378
7663,GP15_3_31,"M00055,M00180",0.0,-2.50475,-152.00003
7664,GP15_3_33,"M00055,M00180",0.0,-4.99972,-152.0347
7665,GP15_3_35,"M00055,M00180",0.0,-10.49975,-151.99948
7666,GP15_3_37,"M00055,M00180",0.0,-14.9986,-151.99808
7667,GP15_3_39,"M00055,M00180",0.0,-19.99443,-152.09907
7668,GP17-OCE_3_1,"M00055,M00180",0.0,-19.9999,-152.0003
7669,GP17-OCE_3_3,"M00055,M00180",0.0,-24.9996,-151.25
7670,GP17-OCE_3_6,"M00055,M00180",0.0,-32.5,-150.0012
7671,GP17-OCE_3_8,"M00055,M00180",0.0,-37.5001,-149.2803
7672,GP17-OCE_3_10,"M00055,M00180",0.0,-42.5003,-148.4706
7673,GP17-OCE_3_12,"M00055,M00180",0.0,-47.5,-147.5199
7674,GP17-OCE_3_14,"M00055,M00180",0.0,-52.312,-146.4033
7675,GP17-OCE_3_16,"M00055,M00180",0.0,-54.9995,-145.6559
7676,GP17-OCE_3_18,"M00055,M00180",0.0,-56.1052,-145.3377
7677,GP17-OCE_3_20,"M00055,M00180",0.0,-57.6014,-144.8581
7678,GP17-OCE_3_22,"M00055,M00180",6.4463402050585965e-06,-59.9971,-143.9992
7679,GP17-OCE_3_25,"M00055,M00180",6.101366024191635e-06,-66.9998,-134.9994
7680,GP17-OCE_3_27,"M00055,M00180",0.0,-67.0003,-115.0079
7681,GP17-OCE_3_32,"M00055,M00180",0.0,-59.9984,-82.4956
7682,GP17-OCE_3_33,"M00055,M00180",0.0,-57.0001,-78.9996
7683,GP17-OCE_3_35,"M00055,M00180",0.0,-54.3512,-76.5493
7684,GP17-OCE_3_37,"M00055,M00180",0.0,-53.4991,-75.751
7685,GP17-OCE_3_38,"M00055,M00180",0.0,-52.7019,-75.0972
7686,GP15_3_3,"M00055,M00410",0.0,55.08013,-155.72003
7687,GP15_3_4,"M00055,M00410",0.0,55.07994,-155.72033
7688,GP15_3_5,"M00055,M00410",0.0,53.68004,-153.79988
7689,GP15_3_6,"M00055,M00410",0.0,52.00014,-151.99978
7690,GP15_3_8,"M00055,M00410",0.0,47.00009,-151.99986
7691,GP15_3_9,"M00055,M00410",0.0,44.50019,-151.99984
7692,GP15_3_10,"M00055,M00410",0.0,41.99998,-151.99985
7693,GP15_3_12,"M00055,M00410",0.0,37.00007,-152.00017
7694,GP15_3_14,"M00055,M00410",0.0,32.00006,-151.99991
7695,GP15_3_15,"M00055,M00410",0.0,29.5003,-152.0005
7696,GP15_3_16,"M00055,M00410",0.0,26.99984,-152.00004
7697,GP15_3_18,"M00055,M00410",0.0,22.00015,-152.00005
7698,GP15_3_18-3,"M00055,M00410",0.0,19.68113,-154.51301
7699,GP15_3_19,"M00055,M00410",0.0,17.49998,-152.00007
7700,GP15_3_21,"M00055,M00410",0.0,11.00013,-152.00001
7701,GP15_3_23,"M00055,M00410",0.0,7.52686,-152.01638
7702,GP15_3_25,"M00055,M00410",0.0,5.01547,-152.333
7703,GP15_3_27,"M00055,M00410",0.0,2.49982,-152.01363
7704,GP15_3_29,"M00055,M00410",0.0,0.032,-152.01378
7705,GP15_3_31,"M00055,M00410",0.0,-2.50475,-152.00003
7706,GP15_3_33,"M00055,M00410",0.0,-4.99972,-152.0347
7707,GP15_3_35,"M00055,M00410",0.0,-10.49975,-151.99948
7708,GP15_3_37,"M00055,M00410",0.0,-14.9986,-151.99808
7709,GP15_3_39,"M00055,M00410",0.0,-19.99443,-152.09907
7710,GP17-OCE_3_1,"M00055,M00410",0.0,-19.9999,-152.0003
7711,GP17-OCE_3_3,"M00055,M00410",0.0,-24.9996,-151.25
7712,GP17-OCE_3_6,"M00055,M00410",0.0,-32.5,-150.0012
7713,GP17-OCE_3_8,"M00055,M00410",0.0,-37.5001,-149.2803
7714,GP17-OCE_3_10,"M00055,M00410",0.0,-42.5003,-148.4706
7715,GP17-OCE_3_12,"M00055,M00410",5.941043762687251e-06,-47.5,-147.5199
7716,GP17-OCE_3_14,"M00055,M00410",5.263972862110207e-06,-52.312,-146.4033
7717,GP17-OCE_3_16,"M00055,M00410",0.0,-54.9995,-145.6559
7718,GP17-OCE_3_18,"M00055,M00410",0.0,-56.1052,-145.3377
7719,GP17-OCE_3_20,"M00055,M00410",0.0,-57.6014,-144.8581
7720,GP17-OCE_3_22,"M00055,M00410",0.0,-59.9971,-143.9992
7721,GP17-OCE_3_25,"M00055,M00410",0.0,-66.9998,-134.9994
7722,GP17-OCE_3_27,"M00055,M00410",0.0,-67.0003,-115.0079
7723,GP17-OCE_3_32,"M00055,M00410",0.0,-59.9984,-82.4956
7724,GP17-OCE_3_33,"M00055,M00410",5.811979010441076e-06,-57.0001,-78.9996
7725,GP17-OCE_3_35,"M00055,M00410",0.0,-54.3512,-76.5493
7726,GP17-OCE_3_37,"M00055,M00410",0.0,-53.4991,-75.751
7727,GP17-OCE_3_38,"M00055,M00410",0.0,-52.7019,-75.0972
7728,GP15_3_3,M00056,0.0,55.08013,-155.72003
7729,GP15_3_4,M00056,0.0,55.07994,-155.72033
7730,GP15_3_5,M00056,0.0,53.68004,-153.79988
7731,GP15_3_6,M00056,0.0,52.00014,-151.99978
7732,GP15_3_8,M00056,0.0,47.00009,-151.99986
7733,GP15_3_9,M00056,0.0,44.50019,-151.99984
7734,GP15_3_10,M00056,0.0,41.99998,-151.99985
7735,GP15_3_12,M00056,0.0,37.00007,-152.00017
7736,GP15_3_14,M00056,0.0,32.00006,-151.99991
7737,GP15_3_15,M00056,0.0,29.5003,-152.0005
7738,GP15_3_16,M00056,0.0,26.99984,-152.00004
7739,GP15_3_18,M00056,0.0,22.00015,-152.00005
7740,GP15_3_18-3,M00056,0.0,19.68113,-154.51301
7741,GP15_3_19,M00056,0.0,17.49998,-152.00007
7742,GP15_3_21,M00056,0.0,11.00013,-152.00001
7743,GP15_3_23,M00056,0.0,7.52686,-152.01638
7744,GP15_3_25,M00056,0.0,5.01547,-152.333
7745,GP15_3_27,M00056,0.0,2.49982,-152.01363
7746,GP15_3_29,M00056,0.0,0.032,-152.01378
7747,GP15_3_31,M00056,0.0,-2.50475,-152.00003
7748,GP15_3_33,M00056,0.0,-4.99972,-152.0347
7749,GP15_3_35,M00056,0.0,-10.49975,-151.99948
7750,GP15_3_37,M00056,0.0,-14.9986,-151.99808
7751,GP15_3_39,M00056,0.0,-19.99443,-152.09907
7752,GP17-OCE_3_1,M00056,0.0,-19.9999,-152.0003
7753,GP17-OCE_3_3,M00056,0.0,-24.9996,-151.25
7754,GP17-OCE_3_6,M00056,0.0,-32.5,-150.0012
7755,GP17-OCE_3_8,M00056,0.0,-37.5001,-149.2803
7756,GP17-OCE_3_10,M00056,0.0,-42.5003,-148.4706
7757,GP17-OCE_3_12,M00056,0.0,-47.5,-147.5199
7758,GP17-OCE_3_14,M00056,0.0,-52.312,-146.4033
7759,GP17-OCE_3_16,M00056,0.0,-54.9995,-145.6559
7760,GP17-OCE_3_18,M00056,0.0,-56.1052,-145.3377
7761,GP17-OCE_3_20,M00056,0.0,-57.6014,-144.8581
7762,GP17-OCE_3_22,M00056,0.0,-59.9971,-143.9992
7763,GP17-OCE_3_25,M00056,2.5447160735043167e-05,-66.9998,-134.9994
7764,GP17-OCE_3_27,M00056,0.0,-67.0003,-115.0079
7765,GP17-OCE_3_32,M00056,0.0,-59.9984,-82.4956
7766,GP17-OCE_3_33,M00056,0.0,-57.0001,-78.9996
7767,GP17-OCE_3_35,M00056,0.0,-54.3512,-76.5493
7768,GP17-OCE_3_37,M00056,0.0,-53.4991,-75.751
7769,GP17-OCE_3_38,M00056,0.0,-52.7019,-75.0972
7770,GP15_3_3,M00057,0.0,55.08013,-155.72003
7771,GP15_3_4,M00057,0.0,55.07994,-155.72033
7772,GP15_3_5,M00057,0.0,53.68004,-153.79988
7773,GP15_3_6,M00057,1.4974092451226156e-05,52.00014,-151.99978
7774,GP15_3_8,M00057,1.395465302928152e-05,47.00009,-151.99986
7775,GP15_3_9,M00057,0.0,44.50019,-151.99984
7776,GP15_3_10,M00057,0.0,41.99998,-151.99985
7777,GP15_3_12,M00057,0.0,37.00007,-152.00017
7778,GP15_3_14,M00057,0.0,32.00006,-151.99991
7779,GP15_3_15,M00057,0.0,29.5003,-152.0005
7780,GP15_3_16,M00057,0.0,26.99984,-152.00004
7781,GP15_3_18,M00057,0.0,22.00015,-152.00005
7782,GP15_3_18-3,M00057,0.0,19.68113,-154.51301
7783,GP15_3_19,M00057,0.0,17.49998,-152.00007
7784,GP15_3_21,M00057,0.0,11.00013,-152.00001
7785,GP15_3_23,M00057,0.0,7.52686,-152.01638
7786,GP15_3_25,M00057,0.0,5.01547,-152.333
7787,GP15_3_27,M00057,0.0,2.49982,-152.01363
7788,GP15_3_29,M00057,0.0,0.032,-152.01378
7789,GP15_3_31,M00057,0.0,-2.50475,-152.00003
7790,GP15_3_33,M00057,0.0,-4.99972,-152.0347
7791,GP15_3_35,M00057,0.0,-10.49975,-151.99948
7792,GP15_3_37,M00057,0.0,-14.9986,-151.99808
7793,GP15_3_39,M00057,0.0,-19.99443,-152.09907
7794,GP17-OCE_3_1,M00057,8.003000608122369e-06,-19.9999,-152.0003
7795,GP17-OCE_3_3,M00057,7.1802240213868815e-06,-24.9996,-151.25
7796,GP17-OCE_3_6,M00057,2.9990505891189948e-05,-32.5,-150.0012
7797,GP17-OCE_3_8,M00057,0.0,-37.5001,-149.2803
7798,GP17-OCE_3_10,M00057,0.0,-42.5003,-148.4706
7799,GP17-OCE_3_12,M00057,6.458232840242614e-06,-47.5,-147.5199
7800,GP17-OCE_3_14,M00057,5.722220499659979e-06,-52.312,-146.4033
7801,GP17-OCE_3_16,M00057,6.149663670090462e-06,-54.9995,-145.6559
7802,GP17-OCE_3_18,M00057,1.5748129666532773e-05,-56.1052,-145.3377
7803,GP17-OCE_3_20,M00057,2.5408205145877866e-05,-57.6014,-144.8581
7804,GP17-OCE_3_22,M00057,4.921090067254554e-06,-59.9971,-143.9992
7805,GP17-OCE_3_25,M00057,4.657739241682008e-06,-66.9998,-134.9994
7806,GP17-OCE_3_27,M00057,4.85713980870802e-06,-67.0003,-115.0079
7807,GP17-OCE_3_32,M00057,2.1225541171422657e-05,-59.9984,-82.4956
7808,GP17-OCE_3_33,M00057,0.0,-57.0001,-78.9996
7809,GP17-OCE_3_35,M00057,0.0,-54.3512,-76.5493
