,stn,cog,sum,lat,lon
80,GP17-OCE_02_25,A,0.00850336908709281,-66.9998,-134.9994
81,GP17-OCE_02_27,A,0.009030183587493648,-67.0003,-115.0079
82,GP17-OCE_02_29,A,0.005605828323734255,-66.9988,-100.001
83,GP17-OCE_02_32,A,0.003597891740287994,-59.9984,-82.4956
84,GP17-OCE_02_33,A,0.003460207528371559,-57.0001,-78.9996
85,GP17-OCE_02_35,A,0.0032753731711695254,-54.3512,-76.5493
86,GP17-OCE_02_37,A,0.0044666715152392195,-53.4991,-75.751
87,GP17-OCE_02_38,A,0.002787305048315926,-52.7019,-75.0972
88,GP15_02_1,AB,0.0,56.05909,-156.96154
89,GP15_02_3,AB,0.0,55.08013,-155.72003
90,GP15_02_4,AB,0.0,55.07994,-155.72033
91,GP15_02_5,AB,0.0,53.68004,-153.79988
92,GP15_02_6,AB,0.0,52.00014,-151.99978
93,GP15_02_8,AB,0.0,47.00009,-151.99986
94,GP15_02_9,AB,0.0,44.50019,-151.99984
95,GP15_02_10,AB,0.0,41.99998,-151.99985
96,GP15_02_12,AB,0.0,37.00007,-152.00017
97,GP15_02_14,AB,0.0,32.00006,-151.99991
98,GP15_02_15,AB,0.0,29.5003,-152.0005
99,GP15_02_16,AB,0.0,26.99984,-152.00004
100,GP15_02_18,AB,0.0,22.00015,-152.00005
101,GP15_02_18-3,AB,0.0,19.68113,-154.51301
102,GP15_02_19,AB,0.0,17.49998,-152.00007
103,GP15_02_21,AB,0.0,11.00013,-152.00001
104,GP15_02_23,AB,0.0,7.52686,-152.01638
105,GP15_02_25,AB,0.0,5.01547,-152.0233
106,GP15_02_27,AB,0.0,2.49982,-152.01363
107,GP15_02_29,AB,0.0,0.0022,-152.01378
108,GP15_02_31,AB,0.0,-2.50475,-152.00003
109,GP15_02_33,AB,0.0,-4.99972,-152.00247
110,GP15_02_35,AB,0.0,-10.49975,-151.99948
111,GP15_02_37,AB,0.0,-14.9986,-151.99808
112,GP15_02_39,AB,2.63875189037449e-05,-19.99443,-152.09907
113,GP17-OCE_02_1,AB,0.0,-19.9999,-152.0003
114,GP17-OCE_02_3,AB,0.0,-24.9996,-151.25
115,GP17-OCE_02_6,AB,9.99073604672021e-06,-32.5,-150.0012
116,GP17-OCE_02_8,AB,0.0,-37.5001,-149.2803
117,GP17-OCE_02_10,AB,8.86075922458338e-06,-42.5003,-148.4706
118,GP17-OCE_02_12,AB,0.0,-47.5,-147.5199
119,GP17-OCE_02_14,AB,0.0,-52.312,-146.4033
120,GP17-OCE_02_16,AB,0.0,-54.9995,-145.6559
121,GP17-OCE_02_18,AB,0.0,-56.1052,-145.3377
122,GP17-OCE_02_20,AB,0.0,-57.6014,-144.8581
123,GP17-OCE_02_22,AB,3.9298963701089675e-05,-59.9971,-143.9992
124,GP17-OCE_02_25,AB,1.849072927106188e-05,-66.9998,-134.9994
125,GP17-OCE_02_27,AB,2.35320786662873e-05,-67.0003,-115.0079
126,GP17-OCE_02_29,AB,3.87815281864059e-06,-66.9988,-100.001
127,GP17-OCE_02_32,AB,0.0,-59.9984,-82.4956
128,GP17-OCE_02_33,AB,0.0,-57.0001,-78.9996
129,GP17-OCE_02_35,AB,7.78945691736047e-06,-54.3512,-76.5493
130,GP17-OCE_02_37,AB,0.0,-53.4991,-75.751
131,GP17-OCE_02_38,AB,0.0,-52.7019,-75.0972
132,GP15_02_1,AD,0.0,56.05909,-156.96154
133,GP15_02_3,AD,2.4990365275804e-05,55.08013,-155.72003
134,GP15_02_4,AD,4.95972055426766e-05,55.07994,-155.72033
135,GP15_02_5,AD,7.26723819053678e-05,53.68004,-153.79988
136,GP15_02_6,AD,3.70335320368273e-05,52.00014,-151.99978
137,GP15_02_8,AD,2.46449473698896e-05,47.00009,-151.99986
138,GP15_02_9,AD,5.72980698688279e-05,44.50019,-151.99984
139,GP15_02_10,AD,0.0,41.99998,-151.99985
140,GP15_02_12,AD,0.0,37.00007,-152.00017
141,GP15_02_14,AD,0.0,32.00006,-151.99991
142,GP15_02_15,AD,0.0,29.5003,-152.0005
143,GP15_02_16,AD,0.0,26.99984,-152.00004
144,GP15_02_18,AD,0.0,22.00015,-152.00005
145,GP15_02_18-3,AD,0.0,19.68113,-154.51301
146,GP15_02_19,AD,0.0,17.49998,-152.00007
147,GP15_02_21,AD,0.0,11.00013,-152.00001
148,GP15_02_23,AD,0.0,7.52686,-152.01638
149,GP15_02_25,AD,0.0,5.01547,-152.0233
150,GP15_02_27,AD,0.0,2.49982,-152.01363
151,GP15_02_29,AD,0.0,0.0022,-152.01378
152,GP15_02_31,AD,0.0,-2.50475,-152.00003
153,GP15_02_33,AD,0.0,-4.99972,-152.00247
154,GP15_02_35,AD,0.0,-10.49975,-151.99948
155,GP15_02_37,AD,0.0,-14.9986,-151.99808
156,GP15_02_39,AD,0.0,-19.99443,-152.09907
157,GP17-OCE_02_1,AD,0.0,-19.9999,-152.0003
158,GP17-OCE_02_3,AD,0.0,-24.9996,-151.25
159,GP17-OCE_02_6,AD,0.0,-32.5,-150.0012
160,GP17-OCE_02_8,AD,0.0,-37.5001,-149.2803
161,GP17-OCE_02_10,AD,0.0,-42.5003,-148.4706
162,GP17-OCE_02_12,AD,3.08535423687204e-05,-47.5,-147.5199
163,GP17-OCE_02_14,AD,2.8577629998006197e-05,-52.312,-146.4033
164,GP17-OCE_02_16,AD,1.11831670547011e-05,-54.9995,-145.6559
165,GP17-OCE_02_18,AD,2.2522031915064428e-05,-56.1052,-145.3377
166,GP17-OCE_02_20,AD,2.65715268817589e-05,-57.6014,-144.8581
167,GP17-OCE_02_22,AD,1.32230069163798e-05,-59.9971,-143.9992
168,GP17-OCE_02_25,AD,4.74101663273654e-05,-66.9998,-134.9994
169,GP17-OCE_02_27,AD,1.819609638992908e-05,-67.0003,-115.0079
170,GP17-OCE_02_29,AD,2.73109353425394e-05,-66.9988,-100.001
171,GP17-OCE_02_32,AD,3.901370545148045e-05,-59.9984,-82.4956
172,GP17-OCE_02_33,AD,4.001741618909838e-05,-57.0001,-78.9996
173,GP17-OCE_02_35,AD,9.80894574778726e-06,-54.3512,-76.5493
174,GP17-OCE_02_37,AD,0.0,-53.4991,-75.751
175,GP17-OCE_02_38,AD,0.0,-52.7019,-75.0972
176,GP15_02_1,ADK,2.350644135006622e-05,56.05909,-156.96154
177,GP15_02_3,ADK,8.13398545775977e-05,55.08013,-155.72003
178,GP15_02_4,ADK,4.020702200309029e-05,55.07994,-155.72033
179,GP15_02_5,ADK,1.83096072828436e-05,53.68004,-153.79988
180,GP15_02_6,ADK,1.24872217850573e-05,52.00014,-151.99978
181,GP15_02_8,ADK,7.190561824983673e-05,47.00009,-151.99986
182,GP15_02_9,ADK,5.174167710043692e-05,44.50019,-151.99984
183,GP15_02_10,ADK,7.54208579678564e-05,41.99998,-151.99985
184,GP15_02_12,ADK,6.843400089853898e-05,37.00007,-152.00017
185,GP15_02_14,ADK,3.242402767968485e-05,32.00006,-151.99991
186,GP15_02_15,ADK,6.64741364871765e-06,29.5003,-152.0005
187,GP15_02_16,ADK,2.327036657642816e-05,26.99984,-152.00004
188,GP15_02_18,ADK,2.229801870837813e-05,22.00015,-152.00005
189,GP15_02_18-3,ADK,3.37236342814298e-06,19.68113,-154.51301
190,GP15_02_19,ADK,5.58680336089101e-06,17.49998,-152.00007
191,GP15_02_21,ADK,5.48318166841636e-06,11.00013,-152.00001
192,GP15_02_23,ADK,1.086684516001e-05,7.52686,-152.01638
193,GP15_02_25,ADK,2.873662242313019e-05,5.01547,-152.0233
194,GP15_02_27,ADK,1.60969132410503e-05,2.49982,-152.01363
195,GP15_02_29,ADK,1.7444565473948e-05,0.0022,-152.01378
196,GP15_02_31,ADK,3.7972320928125514e-05,-2.50475,-152.00003
197,GP15_02_33,ADK,1.934675875380286e-05,-4.99972,-152.00247
198,GP15_02_35,ADK,0.0,-10.49975,-151.99948
199,GP15_02_37,ADK,4.9913637797485e-06,-14.9986,-151.99808
200,GP15_02_39,ADK,3.53358875493309e-06,-19.99443,-152.09907
201,GP17-OCE_02_1,ADK,7.350392216961341e-05,-19.9999,-152.0003
202,GP17-OCE_02_3,ADK,9.71871696366862e-06,-24.9996,-151.25
203,GP17-OCE_02_6,ADK,1.9519292789265598e-05,-32.5,-150.0012
204,GP17-OCE_02_8,ADK,7.902234911369676e-05,-37.5001,-149.2803
205,GP17-OCE_02_10,ADK,4.06358835675823e-05,-42.5003,-148.4706
206,GP17-OCE_02_12,ADK,3.7407813164878765e-05,-47.5,-147.5199
207,GP17-OCE_02_14,ADK,6.22488338230492e-06,-52.312,-146.4033
208,GP17-OCE_02_16,ADK,3.20787683864885e-05,-54.9995,-145.6559
209,GP17-OCE_02_18,ADK,0.0002371633128038588,-56.1052,-145.3377
210,GP17-OCE_02_20,ADK,0.00010707883805126744,-57.6014,-144.8581
211,GP17-OCE_02_22,ADK,0.0001672217367010075,-59.9971,-143.9992
212,GP17-OCE_02_25,ADK,0.0001644744290102461,-66.9998,-134.9994
213,GP17-OCE_02_27,ADK,0.00017428268448091094,-67.0003,-115.0079
214,GP17-OCE_02_29,ADK,4.12709612881921e-05,-66.9988,-100.001
215,GP17-OCE_02_32,ADK,0.00010538894327572444,-59.9984,-82.4956
216,GP17-OCE_02_33,ADK,0.00014206744052552102,-57.0001,-78.9996
217,GP17-OCE_02_35,ADK,0.0003242196931269504,-54.3512,-76.5493
218,GP17-OCE_02_37,ADK,0.00013694813678048645,-53.4991,-75.751
219,GP17-OCE_02_38,ADK,3.639188983813816e-05,-52.7019,-75.0972
220,GP15_02_1,ADL,2.70571647987256e-05,56.05909,-156.96154
221,GP15_02_3,ADL,1.45777130775523e-05,55.08013,-155.72003
222,GP15_02_4,ADL,0.0,55.07994,-155.72033
223,GP15_02_5,ADL,0.0,53.68004,-153.79988
224,GP15_02_6,ADL,0.0,52.00014,-151.99978
225,GP15_02_8,ADL,7.18810964955114e-06,47.00009,-151.99986
226,GP15_02_9,ADL,0.0,44.50019,-151.99984
227,GP15_02_10,ADL,7.93196024413478e-06,41.99998,-151.99985
228,GP15_02_12,ADL,0.0,37.00007,-152.00017
229,GP15_02_14,ADL,0.0,32.00006,-151.99991
230,GP15_02_15,ADL,0.0,29.5003,-152.0005
231,GP15_02_16,ADL,0.0,26.99984,-152.00004
232,GP15_02_18,ADL,0.0,22.00015,-152.00005
233,GP15_02_18-3,ADL,5.83418873068735e-06,19.68113,-154.51301
234,GP15_02_19,ADL,0.0,17.49998,-152.00007
235,GP15_02_21,ADL,0.0,11.00013,-152.00001
236,GP15_02_23,ADL,0.0,7.52686,-152.01638
237,GP15_02_25,ADL,0.0,5.01547,-152.0233
238,GP15_02_27,ADL,0.0,2.49982,-152.01363
239,GP15_02_29,ADL,0.0,0.0022,-152.01378
240,GP15_02_31,ADL,0.0,-2.50475,-152.00003
241,GP15_02_33,ADL,0.0,-4.99972,-152.00247
242,GP15_02_35,ADL,0.0,-10.49975,-151.99948
243,GP15_02_37,ADL,0.0,-14.9986,-151.99808
244,GP15_02_39,ADL,0.0,-19.99443,-152.09907
245,GP17-OCE_02_1,ADL,0.0,-19.9999,-152.0003
246,GP17-OCE_02_3,ADL,0.0,-24.9996,-151.25
247,GP17-OCE_02_6,ADL,0.0,-32.5,-150.0012
248,GP17-OCE_02_8,ADL,0.0,-37.5001,-149.2803
249,GP17-OCE_02_10,ADL,0.0,-42.5003,-148.4706
250,GP17-OCE_02_12,ADL,0.0,-47.5,-147.5199
251,GP17-OCE_02_14,ADL,0.0,-52.312,-146.4033
252,GP17-OCE_02_16,ADL,0.0,-54.9995,-145.6559
253,GP17-OCE_02_18,ADL,0.0,-56.1052,-145.3377
254,GP17-OCE_02_20,ADL,0.0,-57.6014,-144.8581
255,GP17-OCE_02_22,ADL,0.0,-59.9971,-143.9992
256,GP17-OCE_02_25,ADL,0.0,-66.9998,-134.9994
257,GP17-OCE_02_27,ADL,0.0,-67.0003,-115.0079
258,GP17-OCE_02_29,ADL,0.0,-66.9988,-100.001
259,GP17-OCE_02_32,ADL,0.0,-59.9984,-82.4956
260,GP17-OCE_02_33,ADL,0.0,-57.0001,-78.9996
261,GP17-OCE_02_35,ADL,0.0,-54.3512,-76.5493
262,GP17-OCE_02_37,ADL,0.0,-53.4991,-75.751
263,GP17-OCE_02_38,ADL,0.0,-52.7019,-75.0972
264,GP15_02_1,AJ,0.0003441688416443711,56.05909,-156.96154
265,GP15_02_3,AJ,0.0001380519575558779,55.08013,-155.72003
266,GP15_02_4,AJ,0.00019267987635464035,55.07994,-155.72033
267,GP15_02_5,AJ,9.677330393820387e-05,53.68004,-153.79988
268,GP15_02_6,AJ,0.00012424866704175504,52.00014,-151.99978
269,GP15_02_8,AJ,0.00015359714465280194,47.00009,-151.99986
270,GP15_02_9,AJ,7.561379982597899e-05,44.50019,-151.99984
271,GP15_02_10,AJ,4.473141703173306e-05,41.99998,-151.99985
272,GP15_02_12,AJ,1.4182864544389689e-05,37.00007,-152.00017
273,GP15_02_14,AJ,0.00011165560447175306,32.00006,-151.99991
274,GP15_02_15,AJ,0.00016804410562330102,29.5003,-152.0005
275,GP15_02_16,AJ,0.00010406232538383848,26.99984,-152.00004
276,GP15_02_18,AJ,0.0001646729550391266,22.00015,-152.00005
277,GP15_02_18-3,AJ,9.029395284089063e-05,19.68113,-154.51301
278,GP15_02_19,AJ,6.688028125497757e-05,17.49998,-152.00007
279,GP15_02_21,AJ,6.699175618058599e-05,11.00013,-152.00001
280,GP15_02_23,AJ,4.052018579477701e-05,7.52686,-152.01638
281,GP15_02_25,AJ,0.00011377209320219078,5.01547,-152.0233
282,GP15_02_27,AJ,3.071684638287898e-05,2.49982,-152.01363
283,GP15_02_29,AJ,3.974605970321234e-05,0.0022,-152.01378
284,GP15_02_31,AJ,7.908740034625118e-05,-2.50475,-152.00003
285,GP15_02_33,AJ,0.00030936509967763185,-4.99972,-152.00247
286,GP15_02_35,AJ,0.00032815359649310136,-10.49975,-151.99948
287,GP15_02_37,AJ,0.00012422717149387447,-14.9986,-151.99808
288,GP15_02_39,AJ,0.00019927988697719838,-19.99443,-152.09907
289,GP17-OCE_02_1,AJ,6.184294293740206e-05,-19.9999,-152.0003
290,GP17-OCE_02_3,AJ,6.775080278052948e-05,-24.9996,-151.25
291,GP17-OCE_02_6,AJ,5.212719375585326e-05,-32.5,-150.0012
292,GP17-OCE_02_8,AJ,0.0001419583609772167,-37.5001,-149.2803
293,GP17-OCE_02_10,AJ,0.0005859121495571907,-42.5003,-148.4706
294,GP17-OCE_02_12,AJ,0.0004637093806291968,-47.5,-147.5199
295,GP17-OCE_02_14,AJ,0.00017216274288103166,-52.312,-146.4033
296,GP17-OCE_02_16,AJ,0.00014102236031919847,-54.9995,-145.6559
297,GP17-OCE_02_18,AJ,0.00048218865024762044,-56.1052,-145.3377
298,GP17-OCE_02_20,AJ,0.0004260477193626072,-57.6014,-144.8581
299,GP17-OCE_02_22,AJ,0.0008521155468502854,-59.9971,-143.9992
300,GP17-OCE_02_25,AJ,0.0014101709536484376,-66.9998,-134.9994
301,GP17-OCE_02_27,AJ,0.0007069772842193862,-67.0003,-115.0079
302,GP17-OCE_02_29,AJ,0.0005817395954525362,-66.9988,-100.001
303,GP17-OCE_02_32,AJ,0.00029998360647447234,-59.9984,-82.4956
304,GP17-OCE_02_33,AJ,0.0003133465952751905,-57.0001,-78.9996
305,GP17-OCE_02_35,AJ,0.0001531490141856221,-54.3512,-76.5493
306,GP17-OCE_02_37,AJ,0.00048137301794742295,-53.4991,-75.751
307,GP17-OCE_02_38,AJ,0.0003174540394465421,-52.7019,-75.0972
308,GP15_02_1,AK,0.0,56.05909,-156.96154
309,GP15_02_3,AK,0.0,55.08013,-155.72003
310,GP15_02_4,AK,0.0,55.07994,-155.72033
311,GP15_02_5,AK,0.0,53.68004,-153.79988
312,GP15_02_6,AK,0.0,52.00014,-151.99978
313,GP15_02_8,AK,0.0,47.00009,-151.99986
314,GP15_02_9,AK,0.0,44.50019,-151.99984
315,GP15_02_10,AK,0.0,41.99998,-151.99985
316,GP15_02_12,AK,0.0,37.00007,-152.00017
317,GP15_02_14,AK,0.0,32.00006,-151.99991
318,GP15_02_15,AK,0.0,29.5003,-152.0005
319,GP15_02_16,AK,0.0,26.99984,-152.00004
320,GP15_02_18,AK,0.0,22.00015,-152.00005
321,GP15_02_18-3,AK,0.0,19.68113,-154.51301
322,GP15_02_19,AK,0.0,17.49998,-152.00007
323,GP15_02_21,AK,0.0,11.00013,-152.00001
324,GP15_02_23,AK,0.0,7.52686,-152.01638
325,GP15_02_25,AK,0.0,5.01547,-152.0233
326,GP15_02_27,AK,0.0,2.49982,-152.01363
327,GP15_02_29,AK,0.0,0.0022,-152.01378
328,GP15_02_31,AK,0.0,-2.50475,-152.00003
329,GP15_02_33,AK,0.0,-4.99972,-152.00247
330,GP15_02_35,AK,1.21877550888061e-05,-10.49975,-151.99948
331,GP15_02_37,AK,0.0,-14.9986,-151.99808
332,GP15_02_39,AK,0.0,-19.99443,-152.09907
333,GP17-OCE_02_1,AK,0.0,-19.9999,-152.0003
334,GP17-OCE_02_3,AK,0.0,-24.9996,-151.25
335,GP17-OCE_02_6,AK,0.0,-32.5,-150.0012
336,GP17-OCE_02_8,AK,0.0,-37.5001,-149.2803
337,GP17-OCE_02_10,AK,0.0,-42.5003,-148.4706
338,GP17-OCE_02_12,AK,0.0,-47.5,-147.5199
339,GP17-OCE_02_14,AK,1.3616932398792e-05,-52.312,-146.4033
340,GP17-OCE_02_16,AK,0.0,-54.9995,-145.6559
341,GP17-OCE_02_18,AK,6.1321168420536e-05,-56.1052,-145.3377
342,GP17-OCE_02_20,AK,0.0,-57.6014,-144.8581
343,GP17-OCE_02_22,AK,8.566855605949601e-05,-59.9971,-143.9992
344,GP17-OCE_02_25,AK,4.31284356809252e-05,-66.9998,-134.9994
345,GP17-OCE_02_27,AK,0.0001543053684257373,-67.0003,-115.0079
346,GP17-OCE_02_29,AK,6.78676743262104e-05,-66.9988,-100.001
347,GP17-OCE_02_32,AK,1.42670150856557e-05,-59.9984,-82.4956
348,GP17-OCE_02_33,AK,9.92649699320688e-06,-57.0001,-78.9996
349,GP17-OCE_02_35,AK,0.0,-54.3512,-76.5493
350,GP17-OCE_02_37,AK,0.0,-53.4991,-75.751
351,GP17-OCE_02_38,AK,0.0,-52.7019,-75.0972
352,GP15_02_1,AL,0.0,56.05909,-156.96154
353,GP15_02_3,AL,0.0,55.08013,-155.72003
354,GP15_02_4,AL,0.0,55.07994,-155.72033
355,GP15_02_5,AL,1.63172528014361e-06,53.68004,-153.79988
356,GP15_02_6,AL,1.6630403147151e-06,52.00014,-151.99978
357,GP15_02_8,AL,0.0,47.00009,-151.99986
358,GP15_02_9,AL,0.0,44.50019,-151.99984
359,GP15_02_10,AL,0.0,41.99998,-151.99985
360,GP15_02_12,AL,0.0,37.00007,-152.00017
361,GP15_02_14,AL,0.0,32.00006,-151.99991
362,GP15_02_15,AL,0.0,29.5003,-152.0005
363,GP15_02_16,AL,0.0,26.99984,-152.00004
364,GP15_02_18,AL,0.0,22.00015,-152.00005
365,GP15_02_18-3,AL,0.0,19.68113,-154.51301
366,GP15_02_19,AL,0.0,17.49998,-152.00007
367,GP15_02_21,AL,0.0,11.00013,-152.00001
368,GP15_02_23,AL,0.0,7.52686,-152.01638
369,GP15_02_25,AL,0.0,5.01547,-152.0233
370,GP15_02_27,AL,1.60783255814186e-06,2.49982,-152.01363
371,GP15_02_29,AL,0.0,0.0022,-152.01378
372,GP15_02_31,AL,0.0,-2.50475,-152.00003
373,GP15_02_33,AL,0.0,-4.99972,-152.00247
374,GP15_02_35,AL,0.0,-10.49975,-151.99948
375,GP15_02_37,AL,0.0,-14.9986,-151.99808
376,GP15_02_39,AL,0.0,-19.99443,-152.09907
377,GP17-OCE_02_1,AL,0.0,-19.9999,-152.0003
378,GP17-OCE_02_3,AL,0.0,-24.9996,-151.25
379,GP17-OCE_02_6,AL,1.0429889279543e-05,-32.5,-150.0012
380,GP17-OCE_02_8,AL,0.0,-37.5001,-149.2803
381,GP17-OCE_02_10,AL,0.0,-42.5003,-148.4706
382,GP17-OCE_02_12,AL,0.0,-47.5,-147.5199
383,GP17-OCE_02_14,AL,2.42078798200747e-06,-52.312,-146.4033
384,GP17-OCE_02_16,AL,0.0,-54.9995,-145.6559
385,GP17-OCE_02_18,AL,0.0,-56.1052,-145.3377
386,GP17-OCE_02_20,AL,0.0,-57.6014,-144.8581
387,GP17-OCE_02_22,AL,0.0,-59.9971,-143.9992
388,GP17-OCE_02_25,AL,4.67516917950409e-06,-66.9998,-134.9994
389,GP17-OCE_02_27,AL,6.88095288409085e-06,-67.0003,-115.0079
390,GP17-OCE_02_29,AL,0.0,-66.9988,-100.001
391,GP17-OCE_02_32,AL,0.0,-59.9984,-82.4956
392,GP17-OCE_02_33,AL,0.0,-57.0001,-78.9996
393,GP17-OCE_02_35,AL,0.0,-54.3512,-76.5493
394,GP17-OCE_02_37,AL,0.0,-53.4991,-75.751
395,GP17-OCE_02_38,AL,0.0,-52.7019,-75.0972
396,GP15_02_1,AO,0.0,56.05909,-156.96154
397,GP15_02_3,AO,0.0,55.08013,-155.72003
398,GP15_02_4,AO,0.0,55.07994,-155.72033
399,GP15_02_5,AO,0.0,53.68004,-153.79988
400,GP15_02_6,AO,0.0,52.00014,-151.99978
401,GP15_02_8,AO,0.0,47.00009,-151.99986
402,GP15_02_9,AO,0.0,44.50019,-151.99984
403,GP15_02_10,AO,0.0,41.99998,-151.99985
404,GP15_02_12,AO,0.0,37.00007,-152.00017
405,GP15_02_14,AO,0.0,32.00006,-151.99991
406,GP15_02_15,AO,3.91389775578703e-06,29.5003,-152.0005
407,GP15_02_16,AO,0.0,26.99984,-152.00004
408,GP15_02_18,AO,0.0,22.00015,-152.00005
409,GP15_02_18-3,AO,0.0,19.68113,-154.51301
410,GP15_02_19,AO,0.0,17.49998,-152.00007
411,GP15_02_21,AO,0.0,11.00013,-152.00001
412,GP15_02_23,AO,0.0,7.52686,-152.01638
413,GP15_02_25,AO,0.0,5.01547,-152.0233
414,GP15_02_27,AO,0.0,2.49982,-152.01363
415,GP15_02_29,AO,0.0,0.0022,-152.01378
