,stn,module,sum,lat,lon
111,GP15_02_37,"M00001,M00002,M00003,M00095",0.0,-14.9986,-151.99808
112,GP15_02_39,"M00001,M00002,M00003,M00095",0.0,-19.99443,-152.09907
113,GP17-OCE_02_1,"M00001,M00002,M00003,M00095",0.0,-19.9999,-152.0003
114,GP17-OCE_02_3,"M00001,M00002,M00003,M00095",0.0,-24.9996,-151.25
115,GP17-OCE_02_6,"M00001,M00002,M00003,M00095",0.0,-32.5,-150.0012
116,GP17-OCE_02_8,"M00001,M00002,M00003,M00095",0.0,-37.5001,-149.2803
117,GP17-OCE_02_10,"M00001,M00002,M00003,M00095",0.0,-42.5003,-148.4706
118,GP17-OCE_02_12,"M00001,M00002,M00003,M00095",0.0,-47.5,-147.5199
119,GP17-OCE_02_14,"M00001,M00002,M00003,M00095",0.0,-52.312,-146.4033
120,GP17-OCE_02_16,"M00001,M00002,M00003,M00095",0.0,-54.9995,-145.6559
121,GP17-OCE_02_18,"M00001,M00002,M00003,M00095",0.0,-56.1052,-145.3377
122,GP17-OCE_02_20,"M00001,M00002,M00003,M00095",0.0,-57.6014,-144.8581
123,GP17-OCE_02_22,"M00001,M00002,M00003,M00095",6.7299891832471e-06,-59.9971,-143.9992
124,GP17-OCE_02_25,"M00001,M00002,M00003,M00095",0.0,-66.9998,-134.9994
125,GP17-OCE_02_27,"M00001,M00002,M00003,M00095",0.0,-67.0003,-115.0079
126,GP17-OCE_02_29,"M00001,M00002,M00003,M00095",0.0,-66.9988,-100.001
127,GP17-OCE_02_32,"M00001,M00002,M00003,M00095",0.0,-59.9984,-82.4956
128,GP17-OCE_02_33,"M00001,M00002,M00003,M00095",0.0,-57.0001,-78.9996
129,GP17-OCE_02_35,"M00001,M00002,M00003,M00095",6.64476970011395e-06,-54.3512,-76.5493
130,GP17-OCE_02_37,"M00001,M00002,M00003,M00095",0.0,-53.4991,-75.751
131,GP17-OCE_02_38,"M00001,M00002,M00003,M00095",0.0,-52.7019,-75.0972
132,GP15_02_1,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,56.05909,-156.96154
133,GP15_02_3,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,55.08013,-155.72003
134,GP15_02_4,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,55.07994,-155.72033
135,GP15_02_5,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,53.68004,-153.79988
136,GP15_02_6,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,52.00014,-151.99978
137,GP15_02_8,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,47.00009,-151.99986
138,GP15_02_9,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,44.50019,-151.99984
139,GP15_02_10,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,41.99998,-151.99985
140,GP15_02_12,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,37.00007,-152.00017
141,GP15_02_14,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,32.00006,-151.99991
142,GP15_02_15,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,29.5003,-152.0005
143,GP15_02_16,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,26.99984,-152.00004
144,GP15_02_18,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,22.00015,-152.00005
145,GP15_02_18-3,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,19.68113,-154.51301
146,GP15_02_19,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,17.49998,-152.00007
147,GP15_02_21,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,11.00013,-152.00001
148,GP15_02_23,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,7.52686,-152.01638
149,GP15_02_25,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,5.01547,-152.0233
150,GP15_02_27,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,2.49982,-152.01363
151,GP15_02_29,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,0.0022,-152.01378
152,GP15_02_31,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-2.50475,-152.00003
153,GP15_02_33,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-4.99972,-152.00247
154,GP15_02_35,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-10.49975,-151.99948
155,GP15_02_37,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-14.9986,-151.99808
156,GP15_02_39,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-19.99443,-152.09907
157,GP17-OCE_02_1,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-19.9999,-152.0003
158,GP17-OCE_02_3,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-24.9996,-151.25
159,GP17-OCE_02_6,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-32.5,-150.0012
160,GP17-OCE_02_8,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-37.5001,-149.2803
161,GP17-OCE_02_10,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-42.5003,-148.4706
162,GP17-OCE_02_12,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",3.67264760016434e-05,-47.5,-147.5199
163,GP17-OCE_02_14,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-52.312,-146.4033
164,GP17-OCE_02_16,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-54.9995,-145.6559
165,GP17-OCE_02_18,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-56.1052,-145.3377
166,GP17-OCE_02_20,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-57.6014,-144.8581
167,GP17-OCE_02_22,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-59.9971,-143.9992
168,GP17-OCE_02_25,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",1.21960935117498e-05,-66.9998,-134.9994
169,GP17-OCE_02_27,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-67.0003,-115.0079
170,GP17-OCE_02_29,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-66.9988,-100.001
171,GP17-OCE_02_32,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-59.9984,-82.4956
172,GP17-OCE_02_33,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-57.0001,-78.9996
173,GP17-OCE_02_35,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-54.3512,-76.5493
174,GP17-OCE_02_37,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-53.4991,-75.751
175,GP17-OCE_02_38,"M00001,M00002,M00003,M00115,M00165,M00166,M00308,M00552",0.0,-52.7019,-75.0972
176,GP15_02_1,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",1.42907560556649e-05,56.05909,-156.96154
177,GP15_02_3,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",9.76186143586096e-06,55.08013,-155.72003
178,GP15_02_4,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",9.68695420755403e-06,55.07994,-155.72033
179,GP15_02_5,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,53.68004,-153.79988
180,GP15_02_6,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,52.00014,-151.99978
181,GP15_02_8,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",5.04451266477428e-05,47.00009,-151.99986
182,GP15_02_9,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,44.50019,-151.99984
183,GP15_02_10,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",2.37958807324043e-05,41.99998,-151.99985
184,GP15_02_12,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,37.00007,-152.00017
185,GP15_02_14,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,32.00006,-151.99991
186,GP15_02_15,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,29.5003,-152.0005
187,GP15_02_16,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,26.99984,-152.00004
188,GP15_02_18,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,22.00015,-152.00005
189,GP15_02_18-3,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,19.68113,-154.51301
190,GP15_02_19,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,17.49998,-152.00007
191,GP15_02_21,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",1.27043360978039e-05,11.00013,-152.00001
192,GP15_02_23,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",6.2945230335326e-06,7.52686,-152.01638
193,GP15_02_25,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",1.48513135465882e-05,5.01547,-152.0233
194,GP15_02_27,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",2.08857449302628e-05,2.49982,-152.01363
195,GP15_02_29,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,0.0022,-152.01378
196,GP15_02_31,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,-2.50475,-152.00003
197,GP15_02_33,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",2.23967694788971e-05,-4.99972,-152.00247
198,GP15_02_35,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",2.25473469142912e-05,-10.49975,-151.99948
199,GP15_02_37,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,-14.9986,-151.99808
200,GP15_02_39,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",8.18719894558157e-06,-19.99443,-152.09907
201,GP17-OCE_02_1,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,-19.9999,-152.0003
202,GP17-OCE_02_3,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",1.44808882758662e-05,-24.9996,-151.25
203,GP17-OCE_02_6,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",3.79647969775368e-05,-32.5,-150.0012
204,GP17-OCE_02_8,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",3.614036699668383e-05,-37.5001,-149.2803
205,GP17-OCE_02_10,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",2.74237711598583e-05,-42.5003,-148.4706
206,GP17-OCE_02_12,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",4.2163028998506405e-05,-47.5,-147.5199
207,GP17-OCE_02_14,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",4.4706620088056533e-05,-52.312,-146.4033
208,GP17-OCE_02_16,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,-54.9995,-145.6559
209,GP17-OCE_02_18,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0001624126907325757,-56.1052,-145.3377
210,GP17-OCE_02_20,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0,-57.6014,-144.8581
211,GP17-OCE_02_22,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",3.22850653761222e-05,-59.9971,-143.9992
212,GP17-OCE_02_25,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",6.10771158469552e-05,-66.9998,-134.9994
213,GP17-OCE_02_27,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",3.30285738436361e-05,-67.0003,-115.0079
214,GP17-OCE_02_29,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",3.33409540883129e-05,-66.9988,-100.001
215,GP17-OCE_02_32,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0001449438861741453,-59.9984,-82.4956
216,GP17-OCE_02_33,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",0.0001318832827289593,-57.0001,-78.9996
217,GP17-OCE_02_35,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",8.087050972187501e-05,-54.3512,-76.5493
218,GP17-OCE_02_37,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",8.29474125799959e-05,-53.4991,-75.751
219,GP17-OCE_02_38,"M00001,M00002,M00003,M00143,M00165,M00166,M00308,M00552",2.896004751216e-05,-52.7019,-75.0972
220,GP15_02_1,"M00001,M00002,M00003,M00165,M00166",0.0021968185143968317,56.05909,-156.96154
221,GP15_02_3,"M00001,M00002,M00003,M00165,M00166",0.0014686353954216724,55.08013,-155.72003
222,GP15_02_4,"M00001,M00002,M00003,M00165,M00166",0.0005751897544889997,55.07994,-155.72033
223,GP15_02_5,"M00001,M00002,M00003,M00165,M00166",0.0006710055580400054,53.68004,-153.79988
224,GP15_02_6,"M00001,M00002,M00003,M00165,M00166",0.000836008529665363,52.00014,-151.99978
225,GP15_02_8,"M00001,M00002,M00003,M00165,M00166",0.0001381970280068164,47.00009,-151.99986
226,GP15_02_9,"M00001,M00002,M00003,M00165,M00166",0.0001216524599568349,44.50019,-151.99984
227,GP15_02_10,"M00001,M00002,M00003,M00165,M00166",0.003120086813338598,41.99998,-151.99985
228,GP15_02_12,"M00001,M00002,M00003,M00165,M00166",0.0030554510826577355,37.00007,-152.00017
229,GP15_02_14,"M00001,M00002,M00003,M00165,M00166",0.003689496483264621,32.00006,-151.99991
230,GP15_02_15,"M00001,M00002,M00003,M00165,M00166",0.002888591693726668,29.5003,-152.0005
231,GP15_02_16,"M00001,M00002,M00003,M00165,M00166",0.0028173561672188976,26.99984,-152.00004
232,GP15_02_18,"M00001,M00002,M00003,M00165,M00166",0.003422616309864915,22.00015,-152.00005
233,GP15_02_18-3,"M00001,M00002,M00003,M00165,M00166",0.0035754524091668005,19.68113,-154.51301
234,GP15_02_19,"M00001,M00002,M00003,M00165,M00166",0.003228114388266136,17.49998,-152.00007
235,GP15_02_21,"M00001,M00002,M00003,M00165,M00166",0.0031806908676900478,11.00013,-152.00001
236,GP15_02_23,"M00001,M00002,M00003,M00165,M00166",0.0028580107558201636,7.52686,-152.01638
237,GP15_02_25,"M00001,M00002,M00003,M00165,M00166",0.002818991488995167,5.01547,-152.0233
238,GP15_02_27,"M00001,M00002,M00003,M00165,M00166",0.0029166003865600827,2.49982,-152.01363
239,GP15_02_29,"M00001,M00002,M00003,M00165,M00166",0.003657813081257421,0.0022,-152.01378
240,GP15_02_31,"M00001,M00002,M00003,M00165,M00166",0.0020756039783692915,-2.50475,-152.00003
241,GP15_02_33,"M00001,M00002,M00003,M00165,M00166",0.00179425087667389,-4.99972,-152.00247
242,GP15_02_35,"M00001,M00002,M00003,M00165,M00166",0.001774470252225798,-10.49975,-151.99948
243,GP15_02_37,"M00001,M00002,M00003,M00165,M00166",0.0030472158597869723,-14.9986,-151.99808
244,GP15_02_39,"M00001,M00002,M00003,M00165,M00166",0.0035184532686164094,-19.99443,-152.09907
245,GP17-OCE_02_1,"M00001,M00002,M00003,M00165,M00166",0.0022226225588211656,-19.9999,-152.0003
246,GP17-OCE_02_3,"M00001,M00002,M00003,M00165,M00166",0.0022050607638886624,-24.9996,-151.25
247,GP17-OCE_02_6,"M00001,M00002,M00003,M00165,M00166",0.0014612231945426133,-32.5,-150.0012
248,GP17-OCE_02_8,"M00001,M00002,M00003,M00165,M00166",0.0011126366531436613,-37.5001,-149.2803
249,GP17-OCE_02_10,"M00001,M00002,M00003,M00165,M00166",0.0005201094443915094,-42.5003,-148.4706
250,GP17-OCE_02_12,"M00001,M00002,M00003,M00165,M00166",0.0002040616891678567,-47.5,-147.5199
251,GP17-OCE_02_14,"M00001,M00002,M00003,M00165,M00166",0.0004072486361121643,-52.312,-146.4033
252,GP17-OCE_02_16,"M00001,M00002,M00003,M00165,M00166",1.312806567291e-05,-54.9995,-145.6559
253,GP17-OCE_02_18,"M00001,M00002,M00003,M00165,M00166",1.51410292396385e-05,-56.1052,-145.3377
254,GP17-OCE_02_20,"M00001,M00002,M00003,M00165,M00166",2.79493097571093e-05,-57.6014,-144.8581
255,GP17-OCE_02_22,"M00001,M00002,M00003,M00165,M00166",0.0,-59.9971,-143.9992
256,GP17-OCE_02_25,"M00001,M00002,M00003,M00165,M00166",0.0,-66.9998,-134.9994
257,GP17-OCE_02_27,"M00001,M00002,M00003,M00165,M00166",5.1286605347261e-06,-67.0003,-115.0079
258,GP17-OCE_02_29,"M00001,M00002,M00003,M00165,M00166",0.0,-66.9988,-100.001
259,GP17-OCE_02_32,"M00001,M00002,M00003,M00165,M00166",0.0,-59.9984,-82.4956
260,GP17-OCE_02_33,"M00001,M00002,M00003,M00165,M00166",0.0,-57.0001,-78.9996
261,GP17-OCE_02_35,"M00001,M00002,M00003,M00165,M00166",0.0,-54.3512,-76.5493
262,GP17-OCE_02_37,"M00001,M00002,M00003,M00165,M00166",3.087309648028503e-05,-53.4991,-75.751
263,GP17-OCE_02_38,"M00001,M00002,M00003,M00165,M00166",0.0011409786505829033,-52.7019,-75.0972
264,GP15_02_1,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,56.05909,-156.96154
265,GP15_02_3,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,55.08013,-155.72003
266,GP15_02_4,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,55.07994,-155.72033
267,GP15_02_5,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,53.68004,-153.79988
268,GP15_02_6,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,52.00014,-151.99978
269,GP15_02_8,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,47.00009,-151.99986
270,GP15_02_9,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,44.50019,-151.99984
271,GP15_02_10,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,41.99998,-151.99985
272,GP15_02_12,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,37.00007,-152.00017
273,GP15_02_14,"M00001,M00002,M00003,M00165,M00166,M00308,M00341,M00552",0.0,32.00006,-151.99991
